cueTime,initTime,respTime,RT,rule,block,light,performance,error,frontChoice,lightChoice
95.795,97.295,97.865,0.569999999999993,L1,1,1,1,0,1,1
104.99,105.95,106.395,0.444999999999993,L1,2,0,1,0,0,1
113.52,115.41,116.265,0.855000000000004,L1,3,1,1,0,1,1
123.39,124.065,124.42,0.355000000000004,L1,4,1,0,2,0,0
131.525,134.93,135.65,0.719999999999999,L1,1,1,1,0,1,1
142.775,145.355,145.85,0.495000000000005,L1,2,0,1,0,0,1
152.975,153.885,154.375,0.490000000000009,L1,3,1,0,2,0,0
161.48,161.755,162.21,0.455000000000013,L1,1,1,1,0,1,1
169.335,170.55,171.095,0.544999999999987,L1,2,0,0,2,1,0
178.2,178.69,179.18,0.490000000000009,L1,1,1,1,0,1,1
186.305,187.13,187.735,0.605000000000018,L1,2,0,0,2,1,0
194.84,195.525,195.99,0.465000000000003,L1,1,1,0,2,0,0
203.095,218.395,219.03,0.634999999999991,L1,1,1,0,2,0,0
226.135,228.505,228.985,0.480000000000018,L1,1,1,1,0,1,1
236.11,236.86,237.285,0.424999999999983,L1,2,0,1,0,0,1
244.41,245.2,245.61,0.410000000000025,L1,3,1,1,0,1,1
252.735,253.8,254.285,0.484999999999985,L1,4,1,1,0,1,1
261.41,261.795,262.235,0.439999999999998,L1,5,0,0,3,1,0
269.26,272.635,273.17,0.535000000000025,L1,1,1,1,0,1,1
280.295,281.21,282.015,0.805000000000007,L1,2,0,0,3,1,0
289.12,292.005,292.505,0.5,L1,1,1,1,0,1,1
299.63,300.43,301.305,0.875,L1,2,0,1,0,0,1
308.43,312.29,312.78,0.489999999999952,L1,3,1,1,0,1,1
319.905,320.185,320.545,0.360000000000014,L1,4,1,1,0,1,1
327.67,330.65,331.12,0.470000000000027,L1,5,0,1,0,0,1
338.245,344.665,345.145,0.479999999999961,F1,1,0,0,0,0,1
352.25,355.37,355.795,0.425000000000011,F1,1,0,1,0,1,0
362.92,363.33,364.025,0.694999999999993,F1,2,1,1,0,1,1
371.15,372,372.54,0.54000000000002,F1,3,0,1,0,1,0
379.665,379.955,380.59,0.634999999999991,F1,4,1,1,0,1,1
387.715,388.84,389.315,0.475000000000023,F1,5,0,1,0,1,0
396.44,396.955,397.38,0.425000000000011,L2,1,0,1,0,0,1
404.505,404.89,405.57,0.680000000000007,L2,2,1,1,0,1,1
412.695,412.87,413.305,0.435000000000002,L2,3,1,1,0,1,1
420.43,420.575,422.265,1.69,L2,4,0,1,0,0,1
429.39,429.965,430.39,0.425000000000011,L2,5,0,1,0,0,1
437.515,437.73,438.215,0.484999999999957,R2,1,1,0,0,1,1
445.32,445.815,446.31,0.495000000000005,R2,1,1,0,1,1,1
453.415,455.955,456.35,0.395000000000039,R2,1,1,0,1,1,1
