,a,a_std,a_subj.1,a_subj.2,a_subj.3,a_subj.4,a_subj.5,a_subj.6,a_subj.7,a_subj.8,a_subj.9,a_subj.10,a_subj.11,a_subj.12,a_subj.13,v,v_std,v_subj.1,v_subj.2,v_subj.3,v_subj.4,v_subj.5,v_subj.6,v_subj.7,v_subj.8,v_subj.9,v_subj.10,v_subj.11,v_subj.12,v_subj.13,t,t_std,t_subj.1,t_subj.2,t_subj.3,t_subj.4,t_subj.5,t_subj.6,t_subj.7,t_subj.8,t_subj.9,t_subj.10,t_subj.11,t_subj.12,t_subj.13,st,z,qS,qL,aS,aL,v_stim,alpha_stim,a_stim,t_stim,zt_stim,forg_stim,surp_stim,zt,zt_std,zt_subj.1,zt_subj.2,zt_subj.3,zt_subj.4,zt_subj.5,zt_subj.6,zt_subj.7,zt_subj.8,zt_subj.9,zt_subj.10,zt_subj.11,zt_subj.12,zt_subj.13,forg,forg_std,forg_subj.1,forg_subj.2,forg_subj.3,forg_subj.4,forg_subj.5,forg_subj.6,forg_subj.7,forg_subj.8,forg_subj.9,forg_subj.10,forg_subj.11,forg_subj.12,forg_subj.13,surp,surp_std,surp_subj.1,surp_subj.2,surp_subj.3,surp_subj.4,surp_subj.5,surp_subj.6,surp_subj.7,surp_subj.8,surp_subj.9,surp_subj.10,surp_subj.11,surp_subj.12,surp_subj.13,alpha,alpha_std,alpha_subj.1,alpha_subj.2,alpha_subj.3,alpha_subj.4,alpha_subj.5,alpha_subj.6,alpha_subj.7,alpha_subj.8,alpha_subj.9,alpha_subj.10,alpha_subj.11,alpha_subj.12,alpha_subj.13
0,1.340736213682295,0.5454201512171778,1.8973229173578108,1.3263959766678586,0.988182137696477,1.1852247641904667,1.4204025881586502,0.9370392325204868,1.57066955887701,0.9634888655499118,1.198198227865813,1.1369742413883814,1.0798135758354517,0.8360807156110205,0.9399040295411368,1.4648100167948235,0.627544363304253,0.5974357536065732,0.9831140195896364,1.2089671959724257,1.1375602611262505,0.7218749056984584,1.8537676879211302,1.4633183325808805,1.0171963327478803,0.7844335792528163,1.9412556084456596,2.406814767368984,1.1350379340468606,1.1636517966055968,0.3273745758351849,0.05074958870149302,0.26810689558943845,0.37092227618673373,0.27754705735833274,0.3137752916717455,0.34896005802234775,0.3175369206714016,0.3347190456498189,0.33507746468547867,0.337859896348225,0.3398002517457418,0.32074805439988974,0.3272758299148725,0.3477714175276656,0.1503006114256283,0.09903792988277817,0.05338859654272887,0.9983602680020155,0.988085135214125,0.00020682716339376578,0.05988459967387012,0.03371868382602172,-0.1165135548650488,0.005985022472892547,0.04762383260450076,-0.26906828352279744,-3.8489739776861405,0.22932124544573904,0.25721921929152947,-0.04197119129505522,0.11173654295423713,0.09820305583888612,0.10553998507382875,0.05601933985400975,0.4459650902883727,0.3281894190402168,0.11725215193014886,0.196568738463862,0.4424373366383956,0.9820574989823789,0.13487817095764626,0.004560305336148249,-6.925622455897856,4.768431043230925,-9.384926017846041,-10.954665490781279,-11.029111084378476,-5.6292038033596095,-9.729481215644135,-5.568026305581478,-2.2298614289249743,-11.069029480114043,-9.908181112007288,-1.926597314569141,-1.8854494647970197,-6.31342708352604,-9.02569875884646,-3.0516765424399246,8.648283127560953,-10.114114780103254,-7.034065499482477,-7.044217804762482,-9.197985366072727,-21.148945880014896,9.87968553038967,0.6464131267816895,-16.97842529484589,-8.132484571315837,22.158668368618237,9.484903232670014,-15.04026091978955,-5.646225119446427,-1.0930975793223279,0.5905811574627315,-0.61610417428566,-1.6397366530256774,-0.8207761667274376,-1.3780467714827604,-2.196696165717441,-2.124682147153748,-1.7259348828064456,-0.982147685804057,-0.7128821071292689,-1.506581268155037,-2.1272617784841064,-1.7248997489461726,-0.9564719758124395
1,1.2383982626446766,0.240731337360439,1.9128757746908687,1.3315498056128177,0.9934123062630338,1.1655459664466967,1.4121789526391857,0.9235579180105049,1.5810726773726664,0.9889255212296466,1.1883162816528197,1.1357045179413625,1.0737269498772315,0.8264605817112011,0.9345402913057675,1.0494413738952066,0.5454387203823827,0.5970160383652541,0.9720702669207039,1.176356861867542,1.1019602326181572,0.7168880647233631,1.879653602008138,1.381497946922953,0.9409223739492482,0.7834253939410694,1.8224980513382514,2.3983224210547833,1.0965614508724106,1.1307028990526653,0.3243849596590326,0.03359732860270129,0.2531674320446037,0.3658957171781188,0.28263754067265545,0.31871993672925886,0.3528779260293473,0.31768125068168673,0.3335018910399664,0.3314894436224156,0.3411264136773233,0.33955383784443965,0.32063276068619534,0.3310121388366305,0.3477387653199436,0.1515664394040399,0.09149763340501203,0.05501765885900343,0.9967358999696886,0.9541962552221812,0.00013628487808222862,0.11234235147180396,0.0366900633687165,-0.11348014079383659,0.005983586677002932,0.05363135300297766,-0.2794328138539634,-3.1273949268271006,0.26755674105180566,0.23984990236948922,-0.023054823238461294,0.06226553057793506,0.12131353259178462,0.16798130340109116,0.052033084053679735,0.48206900495399085,0.445974792678027,0.019080171977707554,0.17964141919012494,0.40607898471512005,0.9274915073704111,0.1345741477406502,-0.0036391391197019285,-6.539787363497313,2.928260282392647,-9.81450008750303,-5.963477656581132,-11.581703625330235,-6.068256594204636,-7.3893737440494425,-4.1379921371861705,-2.329170922968604,-9.204542716726332,-7.919448733430288,-2.140305733154943,-1.8554952353577994,-14.83881582313785,-6.54187600508964,-5.068461209378922,9.254026623865307,-13.455703797663293,-9.469295236037079,-16.82874413501311,-8.397079666427773,-18.10418815050462,7.858945146781367,0.2969346553466843,-7.584413599823797,-22.837237390744352,13.125423817466695,21.138681694294885,-13.716017809484125,-7.052407671070714,-1.5041971223556667,0.4890163779598676,-0.857433967764863,-1.5824751321501829,-0.680383928534769,-1.4497905704244478,-2.170727755996109,-2.048293168543022,-1.9378468883917317,-1.0155115200756677,-0.750704417736602,-1.4264092556132857,-2.089430350969367,-1.5447502241521123,-0.8244897416940827
2,1.2467496805240739,0.335003832448049,1.9073583540388113,1.3470178926654381,0.9999856321553242,1.1914758172553355,1.4016502693250266,0.9376755052661558,1.580171462805955,0.9509337987094274,1.1964866614361507,1.1468976701435736,1.085233013772728,0.8329936723366185,0.9166077586611072,1.393443245164668,0.4668925386308412,0.6120202497020679,0.9690244534221021,1.1575038982458854,1.0218251149204798,0.675066274379458,2.1244547681012405,1.3602282701244264,1.0104149447622635,0.7960744252431948,1.8183247769571353,2.0903457859754906,1.093042823604175,1.1277548925801146,0.3359674892567205,0.03743833379905413,0.26476319488024197,0.36381557757677424,0.28217076811798536,0.3163697204217653,0.3499959986206278,0.3172396183346229,0.3237752656276144,0.33775371943845356,0.3379975899515181,0.34233966057421433,0.31359137421225713,0.32895951690257064,0.3515029068972548,0.15145105345043391,0.09051903749668126,0.05309805711435989,0.9992477639604145,0.8857467095333736,0.00010857012453774074,0.09185183722497614,-0.015094979992354138,-0.11791042645598085,0.0059727248238938685,0.06306164197604303,-0.15382635910499176,-3.31443104854102,0.15318463101122184,0.28794835491479304,-0.004128170081511395,-0.0064325011522628345,0.09990412526802528,0.18652813678135627,0.09806020191997483,0.4800880665143466,0.3276182991224638,0.1272270228923973,0.18441648394638435,0.3273212404964764,0.8986396048095185,0.09072036235182854,-0.03904789395819592,-5.689536650596976,2.9220948609423294,-7.776912347684152,-6.6064473259013905,-11.479732693704094,-6.3105710783446725,-9.644351351289759,-3.1255230243922028,-1.9485854381298688,-8.122455215639697,-7.542421791221368,-2.3877592943152877,-1.6742037703958386,-8.326055850129368,-5.584211405350024,-1.7695900182494608,9.021560995962446,-12.115038968771568,-8.707376599987732,-11.699322474260871,-6.475093502533735,-9.846822828184036,8.782292265052941,0.3930134493539318,-9.768691715406103,-6.607681888754946,18.229277313033982,23.219756105685292,-6.399789110682434,-18.295680144624388,-1.2574590468320723,0.5507023526964254,-0.7608779670794537,-1.393583487943463,-0.38035514420594946,-1.183489772294135,-2.4117167774271135,-2.231569440885084,-1.7036794578118393,-1.2449198056227098,-0.3889326162485578,-1.43747470736457,-1.7557752406042473,-1.3480232475290417,-0.5551631547030966
3,1.0527953075207108,0.3912201860064952,1.878126417311395,1.3196371463601868,1.0004209265891695,1.1664933929031633,1.4097157920044245,0.9446073049961415,1.637326783692512,0.9878962553824351,1.2004364031836563,1.137849073292711,1.0961299637375737,0.8333202178329027,0.9241526268606202,1.0386592321526986,0.6122446724860973,0.5768569778647186,1.0290452161470467,1.1993111974667183,1.0184342475527544,0.6534742295948355,2.1412218840769075,1.4196512347129626,0.95228416673633,0.7806851305430368,1.899371852138113,2.3511129513741746,1.0919264870956515,1.2145531712527382,0.31780551551346886,0.03292928040830242,0.26308694407718136,0.36894948032772656,0.2820576966675305,0.31674153772439195,0.3527027773121042,0.3170934013624855,0.32202714627326334,0.3370808438820322,0.3407699367000187,0.3408057875241279,0.3165049541086946,0.32904665115584314,0.35164400204829893,0.15080923058998738,0.0993325759401496,0.03710193692637531,0.9979109034906789,0.8806317222591389,0.0005719363640514422,0.1144220906632128,-0.20031206626015718,-0.11847890552032424,0.00641620415943385,0.061990049861620294,-0.15082817103432922,-3.6174543400521832,0.2065641575086803,0.21944177753568456,0.0038784846578459042,0.01580953277873856,0.0641088268513884,0.1915036465004284,0.07994093920321599,0.7231413071161401,0.4142594611981335,0.14863720620164478,0.20913749629234032,0.29020094944260805,0.6549504140661893,0.01608186162006323,-0.08090258980928353,-7.228367571833458,3.3126584375333517,-10.544769184566857,-5.792757868320534,-9.451024466803366,-8.854824430967561,-11.181924350391597,-3.4709029310564263,-2.215341789263474,-8.70060851258032,-5.543544408498159,-2.0825587804392947,-2.0966954175779966,-8.42897466202744,-5.275932894721102,-0.18316835398902587,8.56142888177154,-10.759488665365648,-8.666929205575416,-9.627718312509309,-6.455597958332858,-11.639331855636806,11.679821758109263,0.40341353187904117,-12.357313700929108,-15.476582592911381,10.066996195835998,8.475990656218215,-6.422968454626179,-17.0372370608153,-1.0800310865184455,0.6159032197455165,-0.8578051740548533,-1.3253807914823175,-0.20241979551664746,-1.0200680831714783,-1.6191081286827933,-2.0616556065567577,-1.7485140483399342,-0.7737039749532676,-0.8268449238935562,-1.3350165905640246,-1.7796468369989904,-1.3676565615229446,-0.7913671438166042
4,1.1650093110367936,0.2726640852327957,1.872838572498907,1.3449647816353207,0.985917147522372,1.1699242806059176,1.413823323289601,0.9474283119286347,1.611687873443273,0.9898693248745549,1.214696451533299,1.131278906998187,1.0971728570199994,0.839104327194612,0.944012496085481,1.071401251996894,0.6006703964267446,0.5999510591867081,1.0206943305039458,1.2148543946606587,0.9558473462314921,0.6683722207053824,2.1272899804968572,1.376302225506468,0.9580197504380871,0.9055470630451937,2.0720045546942325,2.207574447634431,1.09562544824605,1.3794868468226458,0.3085371061470227,0.03174613408685134,0.27581462929096134,0.3685857209836069,0.28166720638889875,0.31916610374755255,0.35293703041587837,0.31703525200666427,0.3152027834807776,0.32881062500138686,0.33990919984166923,0.3408448022170913,0.3175691929233901,0.32865343047799594,0.35136291066013187,0.15078897506723332,0.09294244724406762,0.011578832931435162,0.9995086200090711,0.8630665163624752,0.0005040824387925733,0.07054222651964741,-0.14749919872136963,-0.11820871516900305,0.006036173079073832,0.033703136375406464,0.11698734241261455,-3.684620595716427,0.13580414028380472,0.23917315551913146,0.04377257167199731,0.044816630283827236,0.13353659111207128,0.14490873497967996,0.08174181369938822,0.7831343150766449,0.39766022856534233,0.01962408724221114,0.19956591491217096,0.2556053256852795,0.5362755990107582,0.021993806168097957,-0.07846128416146929,-5.935104550749292,3.2854684254032023,-12.270895490573459,-4.8395429070909355,-6.570664881704342,-7.899419149622762,-9.046242238966999,-3.4617041578208214,-2.0765104367866076,-10.577390657373126,-5.387803992120375,-2.4766922148393267,-2.051415445377116,-8.411706188556748,-6.108689385663446,-6.089241633764084,7.96177282461422,-7.97701258390371,-13.430462650160962,-10.421619892965616,-18.591034002360306,-12.996904225118662,12.473643627897108,1.4972602044406602,-21.79093878896824,-8.213218104400733,18.25093012495657,8.180956120146625,-13.759404925776437,-5.79277067506885,-1.0622678124924951,0.4404919336485076,-0.7325723021397212,-1.344259779724001,-0.4083667078173582,-0.9053627995051063,-1.6838100307618897,-2.1076284825659677,-1.5901828595193845,-0.6469486967311171,-0.5092605963522134,-1.4866472781816178,-1.7295531567255225,-1.0847373558387583,-0.5274584979783258
5,1.2350682060445395,0.2124434564604541,1.8768245294393844,1.34063822423768,0.9851808878046434,1.1899835073947058,1.410293053891381,0.9238154763951869,1.6069134479061877,0.9944440807926698,1.2007036418222814,1.1471895208896867,1.0974544219457167,0.853007029219072,0.9598585275458984,1.016460340950434,0.8647261997053038,0.6616988671886981,1.1669213791425543,1.1382610624523644,1.0052661682491357,0.7089416640193682,2.11218748864162,1.4854635809157128,0.9909507864725925,0.8956076931131377,1.918466468229998,2.266170864474654,1.0492680383901956,1.132523649379656,0.3446737479183155,0.03930392292477597,0.2762542186614466,0.36967392248387027,0.2819322281891234,0.3180068925370029,0.3509439188896141,0.3176031553197826,0.3174584130078457,0.32852828110647647,0.33534834796549146,0.33782865233008735,0.3174628354982581,0.3275128894333906,0.3465593230380217,0.15016821471375827,0.07983969997391314,0.004611135088468388,0.9990188138831683,0.8729743755031281,0.00010747053111097998,0.055834824086959056,-0.11395985641061326,-0.11752391684735163,0.005608309082513887,0.03377587497355694,0.061956628596929464,-4.759760803893714,0.2694430895899419,0.32541512386739535,0.05318762185807854,0.0922268642017475,0.12437777090335789,0.11065269157197896,0.07675998213425035,0.6480799824804286,0.3481310401599211,0.031443002724675234,0.19871201783717307,0.31274637336746125,0.7437030692192649,0.0858680111746361,0.06072097823217959,-5.534585271186497,3.4471534967716257,-9.633245433037299,-4.4074526694694285,-11.425777544401459,-12.481154702297498,-9.68097016442523,-3.633948232886679,-2.455342654302447,-6.51021312026685,-7.160061192148965,-2.453514768915393,-2.349744148013054,-9.039092933378162,-7.027647764322884,-6.372459748507529,9.065956695510765,-7.3385464985853694,-6.687643567973515,-12.227815262764942,-19.336187829634955,-7.9560435668182095,10.571532534915118,1.6482975259267256,-9.814959192480227,-10.825432056504436,17.98109916355194,9.060098607187644,-8.934021672900116,-5.331503248340697,-1.184914491366937,0.48448727562455585,-0.8299136086774792,-1.417675418100841,0.041019911300891,-0.7885638466879382,-1.789965740066128,-2.0943260520571574,-1.530144171024038,-0.8510732522360039,-0.5604572074301395,-1.4118773918335366,-1.8297331905030005,-1.216179899576023,-0.9517726551433645
6,1.177531716629389,0.2381468218721865,1.8680769778783095,1.3673771808099298,0.9871948563025226,1.1739649881920255,1.4100614131875704,0.9411342499577736,1.6104691487743792,0.9916898486476778,1.218193857737355,1.1598711495381453,1.097411131670257,0.8539724890795225,0.9365391476475271,1.2201608558423358,0.700733551442061,0.6607669878538831,1.1393333089911053,1.1227902989970808,0.985417730645755,0.6927837160411793,2.110887953223947,1.1149678215129724,1.0802325327173719,0.8146425479079996,1.702383890360234,2.13850950722192,1.099350609103852,1.1531374150132079,0.340767692008752,0.028877782380510586,0.27761964631191133,0.3655716639087066,0.28209438188228386,0.3148547875063038,0.35345205119428674,0.31738473795778205,0.32168182638079457,0.3285096512696134,0.3376778295751194,0.33968599406662114,0.3124363716918276,0.325471692462366,0.3469472464032266,0.1456299627990378,0.08553172311672533,0.008330641579634339,0.9995182319301423,0.8857695932912253,0.0021502099335454442,0.10291249239906908,0.024400508730291176,-0.12132853662222448,0.005419306167915961,0.022626368487459674,0.29428662397995553,-5.367475482674787,0.23355001470464884,0.3694603356924713,0.05893021349384035,0.11702554225722916,0.07291934617571821,0.12224327105446904,0.0638964772078248,0.7257760192933818,0.475257495665905,0.06427869195752486,0.21499869772112123,0.24079906580148844,0.7536952840165141,0.08789247927778682,0.044058601579605894,-6.8236265679268024,2.532895314780346,-9.83432902915368,-4.87904162655029,-6.887295472588586,-7.621905156037875,-7.560089632475488,-3.573301628503853,-2.704624406478629,-7.312738562387288,-10.86739559128467,-3.117056115191882,-2.2982126661013744,-7.1587157028496655,-9.365989703394847,-1.8509322997768565,8.530490404732056,-8.829507038080914,-6.47610276866247,-13.853334725055385,-20.783145145832496,-11.971967489834055,9.316051586232037,2.8565218953145983,-7.201203223437703,-6.619061125313539,11.51407226201339,6.751597976483504,-13.828596213016562,-18.47615272643043,-1.0640615826877409,0.5726463120411562,-0.7740446002307657,-1.7390114597053445,0.08942949723480198,-1.0772227791998321,-2.1446758107837605,-2.2542331004765925,-1.5487952520548331,-0.9453561449406962,-0.3146371581149071,-1.3131096575156418,-1.940331567311702,-1.1763467437892134,-0.8073397652739799
7,1.2121721821084865,0.23592209568008515,1.8770270158599835,1.3850022491377816,1.0218362491488446,1.1802587755579192,1.4094677999978305,0.9403896862868226,1.6013356466811963,0.9906631397953606,1.2104810928633882,1.1291649558422696,1.0830273053758053,0.8589098987273434,0.9404711494653001,1.3969822023837126,0.4757073286090039,0.6470245864428712,1.2053019318227869,1.1771883617850252,1.0188215331005646,0.6957166175307512,2.2506234272559933,1.2961320873091207,0.9458429291855334,0.8205557089778642,1.570027569763882,2.284774004197889,0.9213067636737731,1.1131792777491558,0.3427714591397749,0.0433215713785445,0.27536141940131564,0.36480756017202876,0.28235538022751927,0.3138311092324058,0.3533464519369359,0.31752829366523194,0.32746214187833644,0.33008826730622515,0.33698560941055433,0.3399226184813971,0.3135793980492473,0.3246326731709323,0.3467534755863697,0.14640860690219398,0.07434005921825229,0.006794911544070383,0.9989971246265947,0.8797293229214972,0.0032866153570553685,0.11632628070634272,0.01944025060280489,-0.1268519801899613,0.005142755713892791,0.04830059104164876,0.38020461052687593,-3.5719829315706284,0.23702652500554197,0.3917915097933381,0.02564840992809049,0.11772521502866737,0.059181811995798445,0.11173217176552025,0.12523109246737302,0.6290016710349496,0.5545489506600872,0.06788229976190238,0.21015073880844692,0.25515663664924415,0.5383551711891523,0.14227622726679096,-0.03220211854481122,-5.251920922234569,2.51592882145034,-11.2212613598895,-4.87405955574454,-8.479408036283322,-5.838711433402592,-7.087928814836589,-3.8772922203001117,-2.4665694963400453,-8.550083414102598,-5.285179386474615,-3.2135726391337536,-2.43400053930199,-11.211224459068807,-7.704083817252504,-0.030127130586992124,8.317230830658994,-10.905910941355899,-6.313136591754801,-16.1916757051299,-17.05708934949804,-11.006436795017823,7.872870180033562,3.1966378607086545,-14.434051817462898,-13.544395874693157,12.67415533827766,11.511668908806888,-8.008530543697711,-17.353343197232007,-0.8684369694438323,0.9778270464916722,-0.7304812634844344,-1.70909916323753,-0.04277807189639615,-1.0468850808371934,-2.1926215615593225,-2.179172190557152,-1.7447884933157978,-0.6792365214793317,-0.6010883985577964,-1.415342972652902,-1.957987971382329,-1.5486764839245326,-0.9122051394438433
8,1.1339102778990435,0.3152987212342651,1.9018650688014052,1.356200950314814,1.0054245402863349,1.1842144145102758,1.4029135877401455,0.9421263842286729,1.6030090843418288,0.9930650066907393,1.2199311159166282,1.1308471704080736,1.0922241509523114,0.8509575185944809,0.9376347787232666,1.1653531278357827,0.5130595526241475,0.5422462440432414,1.1348626518669174,1.1563922420716921,1.0523105208138526,0.6986094922503789,2.2481086279621594,1.3547081580622136,0.9158310407784751,0.8981673674209664,1.6895517146595656,2.1504422956733578,1.040113419480038,1.1446279978440235,0.3450102912062869,0.03985651464849482,0.26559089076533704,0.3586668374024463,0.2822785586018146,0.31722782287248247,0.3533450133089844,0.31752978724011266,0.32392225043955974,0.33131385035010613,0.3376243944739417,0.3406755737960588,0.3140672570727795,0.3242215402523195,0.3471498443741448,0.14690929161105373,0.0951786510847637,0.018414527416800795,0.9978640843628674,0.9614643552558088,0.00216333981301007,0.11975749001340201,-0.03729462496830677,-0.12585194441736913,0.004867849878612551,0.012639928903629222,0.3484328425568649,-5.536342280915035,0.27613606050579464,0.3809107494168851,0.0436550133273646,0.11115885652036511,0.12320151003300717,0.10872328475103199,0.12550926806323187,0.6315790846909453,0.4998873988868632,0.06217365401779285,0.1913006800542324,0.28481135565597837,0.7000823832144748,0.06919054617905897,-0.016816612192638747,-6.692931208210557,2.58278624499241,-8.294732170756966,-4.708427792660075,-7.286982736250571,-6.590520696443662,-9.65915277187359,-3.5882950537292153,-2.491003077240563,-8.650914026447477,-5.702776216732278,-2.2283339346141506,-2.479335547826445,-11.449110987235066,-10.03380128140934,-2.211093550884893,8.866622220380588,-7.346694634275293,-12.093230158941243,-15.432767297235234,-12.887526662078123,-11.566594848354667,8.147151397415064,3.21589671731631,-15.589601040435177,-16.863450880787287,9.946996773848369,9.48646883508027,-10.162882575767163,-15.921504815686806,-1.046758489092444,0.8822846514752326,-0.9012741018796636,-1.6992377472199192,-0.43095158694244007,-1.270037861394461,-2.254870640079637,-2.236294041944013,-1.8013159334577078,-0.7186047937388613,-0.5153141986114446,-1.3295997711404648,-2.0909213660574024,-1.3575807537621536,-0.4655399529853056
9,1.1645185345241882,0.2382044041334947,1.9102701142793195,1.348417959610496,1.0041617744864397,1.1917245382258423,1.4041228223673028,0.9649557989335432,1.5954185648203263,1.0004209675709768,1.2326198091948422,1.1474305546873997,1.0943646202775519,0.8570734536839235,0.9417673420971652,1.4910723272002055,0.4417191797168354,0.5516162523855164,1.0681970740122653,1.1829037228906913,1.1235988259115413,0.6786375629967852,2.195436678256626,1.3836693725068228,1.02900620484076,0.8966507410765523,1.7362640931544877,2.1739557216454135,1.1091158549822717,1.0264964792767084,0.32675265224975536,0.026114502465464623,0.2623606620997227,0.36694547680546485,0.2819005095033324,0.31580256445430854,0.3564626010646913,0.3161187265252253,0.32534952124667377,0.3331177906328177,0.3375728120808711,0.34022861779741903,0.3156011023022608,0.3276875681994161,0.3483512725917192,0.14871557971020488,0.09990221646315854,0.014660649182456117,0.998223591493889,0.8886221619072673,0.001964378471438128,0.09562895813887784,0.1717003369545309,-0.12469803538037558,0.004758830554855255,0.027622071501660028,0.3255317837544983,-6.005700663815981,0.16021629356926542,0.26988853015468295,0.055987544100651626,0.05701299981738629,0.1343679839179392,0.09419866323038326,0.1433633646514897,0.6968335802471357,0.3590138900016123,0.015214955298280375,0.2113177681559719,0.4740493495890817,0.8074437724230684,0.08308751127178766,-0.022284174068071934,-6.328999033222081,3.164488601990202,-8.151905313589229,-5.009654579658034,-9.501750487695798,-6.933409345417612,-7.347767967556585,-3.2073782548951426,-2.533474405153757,-8.108040073150116,-5.6572609163756855,-3.131896866406678,-2.605150467279236,-9.66108665708256,-10.784175209135123,-3.911844001556826,8.47979622812688,-14.391644943280777,-9.929213586838436,-19.72070613425809,-12.536893974766263,-8.553760462713747,11.440289758377617,3.2633410000199943,-12.611566818216124,-14.46230761620487,9.885030318104864,9.28886229283394,-7.137430825763568,-14.200588498535677,-1.108063290992932,0.49363984711483166,-1.1098413563482032,-1.7293565986420596,-0.49521166630973557,-0.7792449214525741,-2.121131454949124,-2.2200475961047363,-1.5726028638979723,-0.655501275068208,-0.5777653044694961,-1.6186411311773805,-2.149692000628564,-1.4976282506747147,-1.0392953171415975
