cueTime,initTime,respTime,RT,rule,block,light,performance,error,frontChoice,lightChoice
106.54,107.54,107.94,0.399999999999991,L1,1,1,0,0,0,0
115.04,121.28,122.02,0.739999999999995,L1,1,1,1,0,1,1
129.14,130.4,130.7,0.299999999999983,L1,2,0,1,0,0,1
137.82,139.52,140.04,0.519999999999982,L1,3,1,1,0,1,1
147.16,147.46,147.92,0.45999999999998,L1,4,1,1,0,1,1
155.04,155.74,156.28,0.539999999999992,L1,5,0,1,0,0,1
163.4,164.02,164.68,0.659999999999997,F1,1,0,0,0,0,1
171.78,172.96,173.54,0.579999999999984,F1,1,0,0,1,0,1
180.64,183.26,183.96,0.700000000000017,F1,1,0,1,0,1,0
191.08,193.46,193.94,0.47999999999999,F1,2,1,1,0,1,1
201.06,202.34,202.86,0.52000000000001,F1,3,0,0,2,0,1
209.96,213.48,213.96,0.480000000000018,F1,1,0,0,2,0,1
221.06,222.18,222.62,0.439999999999998,F1,1,0,1,0,1,0
229.74,230.44,230.9,0.460000000000008,F1,2,1,1,0,1,1
238.02,238.42,238.88,0.460000000000008,F1,3,0,0,2,0,1
245.98,246.36,246.88,0.519999999999982,F1,1,0,0,2,0,1
253.98,256.54,257.1,0.560000000000002,F1,1,0,1,0,1,0
264.22,265.08,265.42,0.340000000000032,F1,2,1,1,0,1,1
272.54,273.02,273.3,0.28000000000003,F1,3,0,1,0,1,0
280.42,286.6,287.22,0.620000000000005,F1,4,1,1,0,1,1
294.34,296.84,297.44,0.600000000000023,F1,5,0,1,0,1,0
304.56,306.46,307.02,0.560000000000002,L2,1,0,0,0,1,0
314.12,320.6,321.3,0.699999999999989,L2,1,0,1,0,0,1
328.42,328.6,328.98,0.379999999999995,L2,2,1,1,0,1,1
336.1,337.44,337.92,0.480000000000018,L2,3,1,1,0,1,1
345.04,345.5,345.9,0.399999999999977,L2,4,0,0,2,1,0
353,355,355.66,0.660000000000025,L2,1,0,1,0,0,1
362.78,363.4,363.76,0.360000000000014,L2,2,1,0,2,0,0
370.86,377.66,378.38,0.71999999999997,L2,1,0,1,0,0,1
385.5,388.4,388.92,0.520000000000039,L2,2,1,1,0,1,1
396.04,396.98,397.46,0.479999999999961,L2,3,1,1,0,1,1
404.58,405.08,405.62,0.54000000000002,L2,4,0,0,2,1,0
412.72,419.48,419.98,0.5,L2,1,0,1,0,0,1
427.1,429.06,429.54,0.480000000000018,L2,2,1,1,0,1,1
436.66,441.02,441.54,0.520000000000039,L2,3,1,1,0,1,1
448.66,456.2,456.7,0.5,L2,4,0,0,2,1,0
463.8,471.72,472.88,1.15999999999997,L2,1,0,1,0,0,1
480,480.76,481.22,0.460000000000036,L2,2,1,0,2,0,0
488.32,493.36,493.88,0.519999999999982,L2,1,0,1,0,0,1
501,503.06,503.38,0.319999999999993,L2,2,1,1,0,1,1
510.5,514.88,515.46,0.580000000000041,L2,3,1,1,0,1,1
522.58,525.72,526.1,0.379999999999995,L2,4,0,0,2,1,0
533.2,533.48,533.9,0.419999999999959,L2,1,0,1,0,0,1
541.02,541.82,542.16,0.339999999999918,L2,2,1,1,0,1,1
549.28,552.3,552.68,0.379999999999995,L2,3,1,1,0,1,1
559.8,564.98,565.4,0.419999999999959,L2,4,0,1,0,0,1
572.52,573.36,573.76,0.399999999999977,L2,5,0,0,3,1,0
580.86,590.58,591.22,0.639999999999986,L2,1,0,1,0,0,1
598.34,599.2,599.8,0.599999999999909,L2,2,1,1,0,1,1
606.92,606.96,607.44,0.480000000000018,L2,3,1,1,0,1,1
614.56,618.08,618.48,0.399999999999977,L2,4,0,1,0,0,1
625.6,626.64,627.54,0.899999999999977,L2,5,0,1,0,0,1
634.66,636.3,636.74,0.440000000000055,R2,1,1,0,0,1,1
643.84,644.7,645.3,0.599999999999909,R2,1,1,1,0,0,0
652.42,653.28,653.96,0.680000000000064,R2,2,1,0,2,1,1
661.06,662.66,663.06,0.399999999999977,R2,1,1,0,2,1,1
670.16,683.8,684.38,0.580000000000041,R2,1,1,0,2,1,1
691.48,692.14,692.62,0.480000000000018,R2,1,1,0,2,1,1
699.72,700.76,701.08,0.32000000000005,R2,1,1,1,0,0,0
708.2,709.02,709.62,0.600000000000023,R2,2,1,1,0,0,0
716.74,717.92,718.22,0.300000000000068,R2,3,0,1,0,0,1
725.34,725.44,725.8,0.3599999999999,R2,4,0,1,0,0,1
732.92,733.22,733.62,0.399999999999977,R2,5,1,1,0,0,0
740.74,743.54,744.2,0.660000000000082,L3,1,1,0,0,0,0
751.3,752.4,753.06,0.659999999999968,L3,1,1,0,1,0,0
760.16,768.8,769.2,0.400000000000091,L3,1,1,0,1,0,0
776.3,779.82,780.64,0.819999999999936,L3,1,1,1,0,1,1
787.76,790.74,791.56,0.819999999999936,L3,2,1,1,0,1,1
798.68,802.38,803.06,0.67999999999995,L3,3,0,1,0,0,1
810.18,810.58,810.98,0.399999999999977,L3,4,1,1,0,1,1
818.1,818.94,819.34,0.399999999999977,L3,5,0,1,0,0,1
826.46,827.1,827.6,0.5,F2,1,0,0,0,0,1
834.7,838.78,839.34,0.560000000000059,F2,1,0,1,0,1,0
846.46,847.18,847.78,0.600000000000023,F2,2,1,1,0,1,1
854.9,855.26,855.66,0.399999999999977,F2,3,0,1,0,1,0
862.78,863.92,864.4,0.480000000000018,F2,4,1,1,0,1,1
871.52,872.02,872.48,0.460000000000036,F2,5,1,1,0,1,1
879.6,882.5,882.96,0.460000000000036,L4,1,0,0,0,1,0
890.06,893.02,893.46,0.440000000000055,L4,1,0,1,0,0,1
900.58,900.9,902.5,1.60000000000002,L4,2,1,1,0,1,1
909.62,910.4,911.1,0.700000000000045,L4,3,1,1,0,1,1
918.22,919.22,919.62,0.399999999999977,L4,4,0,1,0,0,1
926.74,927.06,927.42,0.360000000000014,L4,5,0,1,0,0,1
934.54,935.1,935.5,0.399999999999977,R1,1,1,0,0,1,1
942.6,942.98,943.32,0.340000000000032,R1,1,1,1,0,0,0
950.44,951.44,951.88,0.439999999999941,R1,2,0,1,0,0,1
959,977.48,978.58,1.10000000000002,R1,3,1,1,0,0,0
985.7,986,986.46,0.460000000000036,R1,4,0,1,0,0,1
993.58,994.68,995.22,0.540000000000077,R1,5,0,1,0,0,1
