entryTime,exitTime,location,phase,taskTrial
94.54,94.72,3,0,0
94.98,95.14,1,0,0
113.28,113.44,3,1,1
113.84,114.16,1,2,1
128.82,129.04,2,1,2
129.46,129.64,3,1,2
130.04,130.38,1,2,2
136.28,136.46,1,0,0
136.68,137.14,3,0,0
137.84,138.16,1,1,3
138.4,138.8,3,1,3
139.08,139.34,2,2,3
145.82,146,3,0,0
146.26,146.74,2,1,4
147.14,147.26,3,1,4
147.5,148.06,2,2,4
148.44,148.64,3,0,0
149.28,149.42,2,0,0
156.22,156.58,3,1,5
156.84,157.24,1,2,5
157.78,157.92,2,0,0
166.68,166.92,3,1,6
167.18,167.5,2,2,6
173.14,173.3,2,0,0
173.64,174.1,3,0,0
174.34,174.98,2,1,7
175.24,175.66,3,1,7
175.88,176.26,1,2,7
183.46,183.64,3,1,8
183.88,184.24,2,2,8
191.56,191.72,3,1,9
192.12,192.68,2,2,9
199.96,200.1,3,1,10
200.46,200.7,2,2,10
200.96,201.26,3,0,0
201.48,201.72,1,0,0
210.54,210.84,1,1,11
211.04,211.44,3,1,11
211.72,212.1,2,2,11
219.52,219.64,3,1,12
219.96,220.24,2,2,12
220.62,220.88,3,0,0
221.14,221.52,2,0,0
221.94,222.12,3,0,0
222.34,222.56,1,0,0
227.62,228.02,3,1,13
228.26,228.8,1,2,13
247.14,247.6,3,1,14
247.94,248.36,2,2,14
256.86,257,3,1,15
257.28,257.7,1,2,15
262.46,262.7,2,0,0
263.04,263.72,3,0,0
263.94,264.24,1,0,0
264.92,265.26,3,1,16
265.48,265.9,2,2,16
273.38,273.54,1,1,17
273.8,273.94,3,1,17
274.26,274.54,2,2,17
282.36,282.6,3,1,18
282.88,283.1,1,2,18
290.82,291.38,3,1,19
291.64,291.88,1,2,19
296.58,296.78,3,0,0
297.04,297.44,2,0,0
301.22,301.6,1,1,20
301.8,302.22,3,1,20
302.42,302.86,2,2,20
310.54,310.82,3,1,21
311.04,311.5,2,2,21
319.72,319.88,3,1,22
320.18,320.56,1,2,22
327.16,327.72,2,0,0
327.96,328.4,3,1,23
328.66,329,1,2,23
334.66,334.86,2,0,0
335.28,335.58,3,0,0
335.84,336.08,2,1,24
336.22,336.78,2,1,24
337.72,337.94,3,1,24
338.2,338.96,1,2,24
339.74,339.86,2,0,0
346.58,346.82,3,1,25
347.12,347.42,2,2,25
355.66,356.02,3,1,26
356.28,356.62,2,2,26
364,364.44,3,1,27
364.72,365.08,1,2,27
367.24,367.44,3,0,0
367.68,367.96,2,0,0
368.54,368.88,2,0,0
372.9,373.42,3,1,28
373.68,374.24,1,2,28
380.86,381.36,3,1,29
381.58,382.1,1,2,29
382.34,382.6,3,0,0
382.82,383.12,2,0,0
388.02,388.22,3,0,0
388.48,388.7,2,0,0
389.12,389.36,3,1,30
389.58,390.06,2,2,30
398.08,398.14,3,1,31
398.42,398.86,2,2,31
399,399.2,2,0,0
406.06,406.28,3,1,32
406.6,406.92,1,2,32
407.2,407.3,3,0,0
407.52,407.76,2,0,0
414.14,414.32,3,1,33
414.54,414.9,2,2,33
422.06,422.14,3,1,34
422.42,422.54,2,2,34
430.18,430.38,3,1,35
430.66,431.12,2,2,35
438.46,438.82,3,1,36
439.1,439.36,2,2,36
446.8,446.9,3,1,37
447.26,447.62,2,2,37
452.32,452.56,2,0,0
453.02,453.22,3,0,0
453.46,453.88,2,0,0
454.5,454.92,3,1,38
455.1,455.4,1,2,38
459.84,460.04,2,0,0
460.2,460.5,2,0,0
460.92,461.3,3,0,0
461.54,462.1,2,0,0
462.92,463.18,3,1,39
463.4,463.8,2,2,39
