cueTime,initTime,respTime,RT,rule,block,light,performance,error,frontChoice,lightChoice
93.8,94.78,95.18,0.400000000000006,R1,1,1,0,0,1,1
102.28,102.78,103.24,0.459999999999994,R1,1,1,1,0,0,0
110.36,110.5,110.82,0.319999999999993,R1,2,0,1,0,0,1
117.94,118.46,119.52,1.06,R1,3,1,0,2,1,1
126.62,129,129.44,0.439999999999998,R1,1,1,0,2,1,1
136.54,137.94,138.94,1,R1,1,1,1,0,0,0
146.06,148.82,149.22,0.400000000000006,R1,2,0,1,0,0,1
156.34,157.44,157.8,0.360000000000014,R1,3,1,1,0,0,0
164.92,165.84,166.24,0.400000000000006,R1,4,0,1,0,0,1
173.36,173.38,173.8,0.420000000000016,R1,5,0,1,0,0,1
180.92,181.12,181.84,0.719999999999999,L1,1,1,0,0,0,0
188.94,190.82,191.16,0.340000000000003,L1,1,1,0,1,0,0
198.26,201.74,202.14,0.399999999999977,L1,1,1,1,0,1,1
209.26,209.72,210.26,0.539999999999992,L1,2,0,0,2,1,0
217.36,222.76,223.28,0.52000000000001,L1,1,1,1,0,1,1
230.4,230.9,231.32,0.419999999999987,L1,2,0,1,0,0,1
238.44,238.94,239.5,0.560000000000002,L1,3,1,1,0,1,1
246.62,247.4,247.94,0.539999999999992,L1,4,1,1,0,1,1
255.06,257.24,257.62,0.379999999999995,L1,5,0,1,0,0,1
264.74,266.5,266.96,0.45999999999998,F1,1,0,0,0,0,1
274.06,275.08,275.48,0.400000000000034,F1,1,0,0,1,0,1
282.58,283.4,283.8,0.400000000000034,F1,1,0,0,1,0,1
290.9,292.86,293.74,0.879999999999995,F1,1,0,0,1,0,1
300.84,305,305.38,0.379999999999995,F1,1,0,1,0,1,0
312.5,317.48,317.96,0.479999999999961,F1,2,1,1,0,1,1
325.08,325.92,326.3,0.379999999999995,F1,3,0,0,2,0,1
333.4,335.34,335.84,0.5,F1,1,0,1,0,1,0
342.96,346.1,346.44,0.339999999999975,F1,2,1,1,0,1,1
353.56,357.26,357.82,0.560000000000002,F1,3,0,1,0,1,0
364.94,366.28,366.62,0.340000000000032,F1,4,1,1,0,1,1
373.74,374.4,374.88,0.480000000000018,F1,5,0,0,3,0,1
381.98,382.7,383.14,0.439999999999998,F1,1,0,1,0,1,0
390.26,392.06,392.42,0.360000000000014,F1,2,1,1,0,1,1
399.54,400.88,401.44,0.560000000000002,F1,3,0,1,0,1,0
408.56,409.32,409.82,0.5,F1,4,1,1,0,1,1
416.94,418.8,419.5,0.699999999999989,F1,5,0,1,0,1,0
426.62,428.42,428.8,0.379999999999995,L2,1,0,0,0,1,0
435.9,436.52,436.92,0.400000000000034,L2,1,0,1,0,0,1
444.04,445.7,446.16,0.460000000000036,L2,2,1,1,0,1,1
453.28,453.82,454.22,0.400000000000034,L2,3,1,1,0,1,1
461.34,461.9,462.4,0.5,L2,4,0,1,0,0,1
469.52,470.54,471.04,0.5,L2,5,0,1,0,0,1
478.16,478.7,479.16,0.460000000000036,R2,1,1,0,0,1,1
486.26,486.64,487.14,0.5,R2,1,1,0,1,1,1
494.24,495.36,495.8,0.439999999999998,R2,1,1,1,0,0,0
502.92,507.14,507.54,0.400000000000034,R2,2,1,0,2,1,1
514.64,517.38,520.38,3,R2,1,1,0,2,NaN,NaN
527.38,528.62,529.28,0.659999999999968,R2,1,1,0,2,1,1
536.38,537.38,538,0.620000000000005,R2,1,1,1,0,0,0
545.12,545.62,546.14,0.519999999999982,R2,2,1,0,2,1,1
553.24,553.82,554.2,0.379999999999995,R2,1,1,1,0,0,0
561.32,562.38,562.72,0.340000000000032,R2,2,1,1,0,0,0
569.84,570.08,570.4,0.319999999999936,R2,3,0,1,0,0,1
577.52,578.6,578.98,0.379999999999995,R2,4,0,1,0,0,1
586.1,590.84,591.24,0.399999999999977,R2,5,1,0,3,1,1
598.34,599.36,599.9,0.539999999999964,R2,1,1,1,0,0,0
607.02,607.44,607.86,0.419999999999959,R2,2,1,0,3,1,1
614.96,615.56,616.1,0.540000000000077,R2,1,1,1,0,0,0
623.22,624.06,624.44,0.380000000000109,R2,2,1,1,0,0,0
631.56,632.66,633.02,0.360000000000014,R2,3,0,1,0,0,1
640.14,643.38,643.68,0.299999999999955,R2,4,0,1,0,0,1
650.8,650.86,651.5,0.639999999999986,R2,5,1,0,3,1,1
658.6,662.16,662.76,0.600000000000023,R2,1,1,0,3,1,1
669.86,671.4,672.24,0.840000000000032,R2,1,1,0,3,1,1
679.34,680.58,681.02,0.439999999999941,R2,1,1,1,0,0,0
688.14,689.9,690.24,0.340000000000032,R2,2,1,1,0,0,0
697.36,698.2,698.54,0.339999999999918,R2,3,0,1,0,0,1
705.66,707.04,707.4,0.360000000000014,R2,4,0,1,0,0,1
714.52,715.98,716.4,0.419999999999959,R2,5,1,0,3,1,1
723.5,724.74,725.12,0.379999999999995,R2,1,1,1,0,0,0
732.24,732.76,733.18,0.419999999999959,R2,2,1,1,0,0,0
740.3,742.4,742.74,0.340000000000032,R2,3,0,1,0,0,1
749.86,750.32,750.76,0.439999999999941,R2,4,0,1,0,0,1
757.88,758.56,758.92,0.360000000000014,R2,5,1,1,0,0,0
766.04,767.08,767.5,0.419999999999959,L3,1,1,1,0,1,1
774.62,774.82,775.2,0.379999999999995,L3,2,1,1,0,1,1
782.32,782.58,783.06,0.479999999999905,L3,3,0,1,0,0,1
790.18,790.22,790.64,0.419999999999959,L3,4,1,1,0,1,1
797.76,798.14,798.52,0.379999999999995,L3,5,0,1,0,0,1
805.64,806.8,807.16,0.360000000000014,F2,1,0,1,0,1,0
814.28,814.72,815.14,0.419999999999959,F2,2,1,0,1,0,0
822.24,823.14,823.56,0.419999999999959,F2,1,0,0,1,0,1
830.66,833.54,834.04,0.5,F2,1,0,1,0,1,0
841.16,843.56,843.96,0.400000000000091,F2,2,1,1,0,1,1
851.08,851.86,852.7,0.840000000000032,F2,3,0,1,0,1,0
859.82,860.06,860.42,0.360000000000014,F2,4,1,1,0,1,1
867.54,867.92,868.24,0.32000000000005,F2,5,1,1,0,1,1
875.36,875.84,876.16,0.319999999999936,L4,1,0,0,0,1,0
883.26,884.22,884.62,0.399999999999977,L4,1,0,1,0,0,1
891.74,894.66,895.04,0.379999999999995,L4,2,1,1,0,1,1
902.16,902.68,903.14,0.460000000000036,L4,3,1,1,0,1,1
910.26,910.5,910.9,0.399999999999977,L4,4,0,1,0,0,1
918.02,920.02,920.62,0.600000000000023,L4,5,0,1,0,0,1
