cueTime,initTime,respTime,RT,rule,block,light,performance,error,frontChoice,lightChoice
104.1,105.04,105.42,0.379999999999995,L1,1,1,1,0,1,1
112.54,113.08,113.54,0.460000000000008,L1,2,0,1,0,0,1
120.66,121.08,121.5,0.420000000000002,L1,3,1,0,2,0,0
128.6,129.5,129.9,0.400000000000006,L1,1,1,1,0,1,1
137.02,138.54,139.02,0.480000000000018,L1,2,0,0,2,1,0
146.12,146.36,146.84,0.47999999999999,L1,1,1,1,0,1,1
153.96,154.34,155.26,0.919999999999987,L1,2,0,1,0,0,1
162.38,162.78,163.16,0.379999999999995,L1,3,1,1,0,1,1
170.28,173.3,173.68,0.379999999999995,L1,4,1,1,0,1,1
180.8,181.16,181.9,0.740000000000009,L1,5,0,1,0,0,1
189.02,191.26,191.76,0.5,F1,1,0,1,0,1,0
198.88,199.3,200.1,0.799999999999983,F1,2,1,1,0,1,1
207.22,207.36,207.8,0.439999999999998,F1,3,0,0,2,0,1
214.9,215.6,215.96,0.360000000000014,F1,1,0,1,0,1,0
223.08,225.22,225.58,0.360000000000014,F1,2,1,1,0,1,1
232.7,232.98,233.36,0.380000000000024,F1,3,0,0,2,0,1
240.46,241.12,241.82,0.699999999999989,F1,1,0,0,2,0,1
248.92,249.48,250.08,0.600000000000023,F1,1,0,0,2,0,1
257.18,258.1,258.7,0.599999999999966,F1,1,0,0,2,0,1
265.8,269.02,269.64,0.620000000000005,F1,1,0,1,0,1,0
276.76,277.02,277.42,0.400000000000034,F1,2,1,1,0,1,1
284.54,287.54,288.04,0.5,F1,3,0,1,0,1,0
295.16,295.54,295.92,0.379999999999995,F1,4,1,1,0,1,1
303.04,303.74,304.22,0.480000000000018,F1,5,0,0,3,0,1
311.32,312.72,313.12,0.399999999999977,F1,1,0,0,3,0,1
320.22,321.04,321.4,0.359999999999957,F1,1,0,1,0,1,0
328.52,328.78,329.08,0.300000000000011,F1,2,1,1,0,1,1
336.2,336.5,336.96,0.45999999999998,F1,3,0,1,0,1,0
344.08,345.26,345.64,0.379999999999995,F1,4,1,1,0,1,1
352.76,353.3,353.72,0.420000000000016,F1,5,0,0,3,0,1
360.82,364.98,365.5,0.519999999999982,F1,1,0,0,3,0,1
372.6,377.5,377.98,0.480000000000018,F1,1,0,0,3,0,1
385.08,387.48,388.14,0.659999999999968,F1,1,0,1,0,1,0
395.26,396.2,396.56,0.360000000000014,F1,2,1,1,0,1,1
403.68,404.04,404.52,0.479999999999961,F1,3,0,0,3,0,1
411.62,412,412.36,0.360000000000014,F1,1,0,1,0,1,0
419.48,420.02,420.34,0.319999999999993,F1,2,1,1,0,1,1
427.46,431.98,432.42,0.439999999999998,F1,3,0,1,0,1,0
