cueTime,initTime,respTime,RT,rule,block,light,performance,error,frontChoice,lightChoice
93,93.06,93.52,0.459999999999994,L1,1,1,1,0,1,1
100.64,100.94,101.38,0.439999999999998,L1,2,0,1,0,0,1
108.5,110.38,112.52,2.14,L1,3,1,1,0,1,1
119.64,120.84,121.2,0.359999999999999,L1,4,1,1,0,1,1
128.32,129.7,130.14,0.439999999999998,L1,5,0,1,0,0,1
137.26,137.4,137.8,0.400000000000006,F1,1,0,0,0,0,1
144.9,146.46,146.88,0.419999999999987,F1,1,0,0,1,0,1
153.98,155.86,156.22,0.359999999999985,F1,1,0,0,1,0,1
163.32,164.12,164.4,0.280000000000001,F1,1,0,0,1,0,1
171.5,172,172.46,0.460000000000008,F1,1,0,0,1,0,1
179.56,180.16,180.62,0.460000000000008,F1,1,0,1,0,1,0
187.74,187.96,188.32,0.359999999999985,F1,2,1,1,0,1,1
195.44,196.82,197.3,0.480000000000018,F1,3,0,1,0,1,0
204.42,206.58,206.94,0.359999999999985,F1,4,1,1,0,1,1
214.06,216.36,216.84,0.47999999999999,F1,5,0,1,0,1,0
223.96,226.34,226.72,0.379999999999995,L2,1,0,1,0,0,1
233.84,234.34,234.68,0.340000000000003,L2,2,1,1,0,1,1
241.8,241.94,242.34,0.400000000000006,L2,3,1,1,0,1,1
249.46,250.64,251,0.360000000000014,L2,4,0,1,0,0,1
258.12,258.74,259.24,0.5,L2,5,0,1,0,0,1
266.36,267.08,267.4,0.319999999999993,R2,1,1,0,0,1,1
274.5,276.26,276.66,0.400000000000034,R2,1,1,1,0,0,0
283.78,285.1,285.46,0.359999999999957,R2,2,1,0,2,1,1
292.56,293.28,293.8,0.520000000000039,R2,1,1,1,0,0,0
300.92,302.2,302.58,0.379999999999995,R2,2,1,0,2,1,1
309.68,319.18,320.12,0.939999999999998,R2,1,1,0,2,1,1
327.22,327.26,327.68,0.420000000000016,R2,1,1,0,2,1,1
334.78,335.68,336.08,0.399999999999977,R2,1,1,1,0,0,0
343.2,343.72,344.04,0.319999999999993,R2,2,1,0,2,1,1
351.14,351.6,352.46,0.859999999999957,R2,1,1,0,2,1,1
359.56,360.48,361.12,0.639999999999986,R2,1,1,1,0,0,0
368.24,369.2,369.78,0.579999999999984,R2,2,1,0,2,1,1
376.88,377.82,378.08,0.259999999999991,R2,1,1,1,0,0,0
385.2,385.54,386.02,0.479999999999961,R2,2,1,1,0,0,0
393.14,393.94,394.26,0.319999999999993,R2,3,0,1,0,0,1
401.38,402.72,403.08,0.359999999999957,R2,4,0,1,0,0,1
410.2,411.52,412.14,0.620000000000005,R2,5,1,1,0,0,0
419.26,423.22,423.84,0.619999999999948,L3,1,1,0,0,0,0
430.94,431.54,431.94,0.399999999999977,L3,1,1,1,0,1,1
439.06,439.36,439.76,0.399999999999977,L3,2,1,1,0,1,1
446.88,447.54,448.22,0.680000000000007,L3,3,0,1,0,0,1
455.34,456.18,456.62,0.439999999999998,L3,4,1,1,0,1,1
463.74,464.18,464.7,0.519999999999982,L3,5,0,0,2,1,0
471.8,474.58,475.08,0.5,L3,1,1,0,2,0,0
482.18,482.78,483.3,0.520000000000039,L3,1,1,1,0,1,1
490.42,490.44,490.86,0.420000000000016,L3,2,1,1,0,1,1
497.98,498.14,498.52,0.379999999999995,L3,3,0,0,2,1,0
505.62,510.28,510.76,0.480000000000018,L3,1,1,0,2,0,0
517.86,519.44,520,0.559999999999945,L3,1,1,0,2,0,0
527.1,528.3,528.68,0.379999999999995,L3,1,1,1,0,1,1
535.8,537.74,538.16,0.419999999999959,L3,2,1,1,0,1,1
545.28,545.5,545.88,0.379999999999995,L3,3,0,1,0,0,1
553,553.78,554.18,0.399999999999977,L3,4,1,1,0,1,1
561.3,563.4,563.8,0.399999999999977,L3,5,0,1,0,0,1
570.92,572.16,572.72,0.560000000000059,F2,1,0,0,0,0,1
579.82,580.16,580.62,0.460000000000036,F2,1,0,0,1,0,1
587.72,588.46,588.84,0.379999999999995,F2,1,0,0,1,0,1
595.94,598.4,598.96,0.560000000000059,F2,1,0,0,1,0,1
606.06,606.98,607.34,0.360000000000014,F2,1,0,0,1,0,1
614.44,614.72,615.04,0.319999999999936,F2,1,0,1,0,1,0
622.16,622.5,622.9,0.399999999999977,F2,2,1,1,0,1,1
630.02,639.38,639.96,0.580000000000041,F2,3,0,0,2,0,1
647.06,648.42,648.8,0.379999999999995,F2,1,0,1,0,1,0
655.92,657.98,658.32,0.340000000000032,F2,2,1,1,0,1,1
665.44,665.54,666.24,0.700000000000045,F2,3,0,0,2,0,1
673.34,674.52,674.78,0.259999999999991,F2,1,0,1,0,1,0
681.9,684.9,685.18,0.279999999999973,F2,2,1,1,0,1,1
692.3,693.3,693.96,0.660000000000082,F2,3,0,0,2,0,1
701.06,702.22,702.94,0.720000000000027,F2,1,0,0,2,0,1
710.04,710.24,710.62,0.379999999999995,F2,1,0,1,0,1,0
717.74,718.68,719.16,0.480000000000018,F2,2,1,1,0,1,1
726.28,726.56,727.12,0.560000000000059,F2,3,0,0,2,0,1
734.22,734.64,735.1,0.460000000000036,F2,1,0,1,0,1,0
742.22,743.78,744.14,0.360000000000014,F2,2,1,1,0,1,1
751.26,752.94,753.28,0.339999999999918,F2,3,0,1,0,1,0
760.4,762.28,762.6,0.32000000000005,F2,4,1,1,0,1,1
769.72,770.32,770.82,0.5,F2,5,1,1,0,1,1
777.94,778.18,778.64,0.460000000000036,L4,1,0,0,0,1,0
785.74,787.14,787.48,0.340000000000032,L4,1,0,0,1,1,0
794.58,794.86,795.28,0.419999999999959,L4,1,0,0,1,1,0
802.38,805.06,805.6,0.540000000000077,L4,1,0,1,0,0,1
812.72,816.06,816.58,0.520000000000095,L4,2,1,1,0,1,1
823.7,826.54,826.86,0.32000000000005,L4,3,1,1,0,1,1
833.98,834.36,835.26,0.899999999999977,L4,4,0,1,0,0,1
842.38,844.38,844.94,0.560000000000059,L4,5,0,1,0,0,1
852.06,854.98,855.34,0.360000000000014,R1,1,1,0,0,1,1
862.44,863.54,863.96,0.420000000000073,R1,1,1,0,1,1,1
871.06,871.5,871.86,0.360000000000014,R1,1,1,0,1,1,1
878.96,880,880.54,0.539999999999964,R1,1,1,1,0,0,0
887.66,888.8,889.36,0.560000000000059,R1,2,0,1,0,0,1
896.48,897.5,897.96,0.460000000000036,R1,3,1,1,0,0,0
905.08,906.32,906.96,0.639999999999986,R1,4,0,1,0,0,1
914.08,917.4,917.92,0.519999999999982,R1,5,0,1,0,0,1
