,Unnamed..0,Time,Type.of.Implant,Stim.Target,Project,File.Name,Outcome,Premature_or_not,Omission_or_not,Accuracy,Animal,Stim,Protocol,Date,Actual.Nosepoke,Trial.Number,Reaction.Time,Session.Number,Omission_binary,Premature_binary
122,21,303.54,Electrode,Mid-Striatum,5c,Currentstimsessions\FC2on_2020_07_21__14_08_04.csv,Premature Response,Premature,Not_omission,,FC2,on,5CSRTT Day 2,7/21/2020,NP3,22,-0.195,2,0,1
123,22,313.925,Electrode,Mid-Striatum,5c,Currentstimsessions\FC2on_2020_07_21__14_08_04.csv,Premature Response,Premature,Not_omission,,FC2,on,5CSRTT Day 2,7/21/2020,NP1,23,-0.4,2,0,1
124,23,324.395,Electrode,Mid-Striatum,5c,Currentstimsessions\FC2on_2020_07_21__14_08_04.csv,Incorrect Response,Not_premature,Not_omission,Error,FC2,on,5CSRTT Day 2,7/21/2020,NP4,24,0.61,2,0,0
125,24,343.58,Electrode,Mid-Striatum,5c,Currentstimsessions\FC2on_2020_07_21__14_08_04.csv,Reward,Not_premature,Not_omission,Reward,FC2,on,5CSRTT Day 2,7/21/2020,NP5,25,0.52,2,0,0
126,25,355.385,Electrode,Mid-Striatum,5c,Currentstimsessions\FC2on_2020_07_21__14_08_04.csv,Premature Response,Premature,Not_omission,,FC2,on,5CSRTT Day 2,7/21/2020,NP5,26,-1.73,2,0,1
127,26,365.995,Electrode,Mid-Striatum,5c,Currentstimsessions\FC2on_2020_07_21__14_08_04.csv,Premature Response,Premature,Not_omission,,FC2,on,5CSRTT Day 2,7/21/2020,NP1,27,-1.365,2,0,1
128,27,379.455,Electrode,Mid-Striatum,5c,Currentstimsessions\FC2on_2020_07_21__14_08_04.csv,Omission,Omission,Omission,,FC2,on,5CSRTT Day 2,7/21/2020,Omission,28,,2,1,1
129,28,403.205,Electrode,Mid-Striatum,5c,Currentstimsessions\FC2on_2020_07_21__14_08_04.csv,Reward,Not_premature,Not_omission,Reward,FC2,on,5CSRTT Day 2,7/21/2020,NP2,29,0.385,2,0,0
130,29,415.395,Electrode,Mid-Striatum,5c,Currentstimsessions\FC2on_2020_07_21__14_08_04.csv,Reward,Not_premature,Not_omission,Reward,FC2,on,5CSRTT Day 2,7/21/2020,NP4,30,0.175,2,0,0
131,30,425.79,Electrode,Mid-Striatum,5c,Currentstimsessions\FC2on_2020_07_21__14_08_04.csv,Premature Response,Premature,Not_omission,,FC2,on,5CSRTT Day 2,7/21/2020,NP1,31,-2.26,2,0,1
132,31,437.665,Electrode,Mid-Striatum,5c,Currentstimsessions\FC2on_2020_07_21__14_08_04.csv,Incorrect Response,Not_premature,Not_omission,Error,FC2,on,5CSRTT Day 2,7/21/2020,NP5,32,0.775,2,0,0
133,32,471.155,Electrode,Mid-Striatum,5c,Currentstimsessions\FC2on_2020_07_21__14_08_04.csv,Reward,Not_premature,Not_omission,Reward,FC2,on,5CSRTT Day 2,7/21/2020,NP2,33,2.675,2,0,0
134,33,501.14,Electrode,Mid-Striatum,5c,Currentstimsessions\FC2on_2020_07_21__14_08_04.csv,Reward,Not_premature,Not_omission,Reward,FC2,on,5CSRTT Day 2,7/21/2020,NP4,34,0.45,2,0,0
135,34,517.41,Electrode,Mid-Striatum,5c,Currentstimsessions\FC2on_2020_07_21__14_08_04.csv,Reward,Not_premature,Not_omission,Reward,FC2,on,5CSRTT Day 2,7/21/2020,NP5,35,0.5,2,0,0
136,35,531.405,Electrode,Mid-Striatum,5c,Currentstimsessions\FC2on_2020_07_21__14_08_04.csv,Incorrect Response,Not_premature,Not_omission,Error,FC2,on,5CSRTT Day 2,7/21/2020,NP5,36,0.23,2,0,0
137,36,551.695,Electrode,Mid-Striatum,5c,Currentstimsessions\FC2on_2020_07_21__14_08_04.csv,Incorrect Response,Not_premature,Not_omission,Error,FC2,on,5CSRTT Day 2,7/21/2020,NP2,37,3.715,2,0,0
138,37,568.415,Electrode,Mid-Striatum,5c,Currentstimsessions\FC2on_2020_07_21__14_08_04.csv,Reward,Not_premature,Not_omission,Reward,FC2,on,5CSRTT Day 2,7/21/2020,NP2,38,0.4,2,0,0
139,38,583.085,Electrode,Mid-Striatum,5c,Currentstimsessions\FC2on_2020_07_21__14_08_04.csv,Premature Response,Premature,Not_omission,,FC2,on,5CSRTT Day 2,7/21/2020,NP1,39,-0.315,2,0,1
140,39,593.37,Electrode,Mid-Striatum,5c,Currentstimsessions\FC2on_2020_07_21__14_08_04.csv,Reward,Not_premature,Not_omission,Reward,FC2,on,5CSRTT Day 2,7/21/2020,NP5,40,0.56,2,0,0
141,40,608.21,Electrode,Mid-Striatum,5c,Currentstimsessions\FC2on_2020_07_21__14_08_04.csv,Premature Response,Premature,Not_omission,,FC2,on,5CSRTT Day 2,7/21/2020,NP5,41,-1.07,2,0,1
142,41,623.11,Electrode,Mid-Striatum,5c,Currentstimsessions\FC2on_2020_07_21__14_08_04.csv,Omission,Omission,Omission,,FC2,on,5CSRTT Day 2,7/21/2020,Omission,42,,2,1,1
143,42,638.72,Electrode,Mid-Striatum,5c,Currentstimsessions\FC2on_2020_07_21__14_08_04.csv,Reward,Not_premature,Not_omission,Reward,FC2,on,5CSRTT Day 2,7/21/2020,NP1,43,0.515,2,0,0
144,43,652.385,Electrode,Mid-Striatum,5c,Currentstimsessions\FC2on_2020_07_21__14_08_04.csv,Premature Response,Premature,Not_omission,,FC2,on,5CSRTT Day 2,7/21/2020,NP2,44,-0.01,2,0,1
145,44,663.765,Electrode,Mid-Striatum,5c,Currentstimsessions\FC2on_2020_07_21__14_08_04.csv,Incorrect Response,Not_premature,Not_omission,Error,FC2,on,5CSRTT Day 2,7/21/2020,NP4,45,1.6,2,0,0
146,45,675.94,Electrode,Mid-Striatum,5c,Currentstimsessions\FC2on_2020_07_21__14_08_04.csv,Reward,Not_premature,Not_omission,Reward,FC2,on,5CSRTT Day 2,7/21/2020,NP4,46,0.455,2,0,0
147,46,688.6,Electrode,Mid-Striatum,5c,Currentstimsessions\FC2on_2020_07_21__14_08_04.csv,Premature Response,Premature,Not_omission,,FC2,on,5CSRTT Day 2,7/21/2020,NP1,47,-1.17,2,0,1
148,47,699.525,Electrode,Mid-Striatum,5c,Currentstimsessions\FC2on_2020_07_21__14_08_04.csv,Reward,Not_premature,Not_omission,Reward,FC2,on,5CSRTT Day 2,7/21/2020,NP3,48,0.39,2,0,0
149,48,713.815,Electrode,Mid-Striatum,5c,Currentstimsessions\FC2on_2020_07_21__14_08_04.csv,Premature Response,Premature,Not_omission,,FC2,on,5CSRTT Day 2,7/21/2020,NP1,49,-2.155,2,0,1
150,49,729.145,Electrode,Mid-Striatum,5c,Currentstimsessions\FC2on_2020_07_21__14_08_04.csv,Reward,Not_premature,Not_omission,Reward,FC2,on,5CSRTT Day 2,7/21/2020,NP5,50,0.735,2,0,0
151,50,743.34,Electrode,Mid-Striatum,5c,Currentstimsessions\FC2on_2020_07_21__14_08_04.csv,Premature Response,Premature,Not_omission,,FC2,on,5CSRTT Day 2,7/21/2020,NP1,51,-1.965,2,0,1
152,51,752.82,Electrode,Mid-Striatum,5c,Currentstimsessions\FC2on_2020_07_21__14_08_04.csv,Incorrect Response,Not_premature,Not_omission,Error,FC2,on,5CSRTT Day 2,7/21/2020,NP5,52,4.975,2,0,0
153,52,776.345,Electrode,Mid-Striatum,5c,Currentstimsessions\FC2on_2020_07_21__14_08_04.csv,Omission,Omission,Omission,,FC2,on,5CSRTT Day 2,7/21/2020,Omission,53,,2,1,1
154,53,794.285,Electrode,Mid-Striatum,5c,Currentstimsessions\FC2on_2020_07_21__14_08_04.csv,Reward,Not_premature,Not_omission,Reward,FC2,on,5CSRTT Day 2,7/21/2020,NP3,54,0.41,2,0,0
155,54,809.9,Electrode,Mid-Striatum,5c,Currentstimsessions\FC2on_2020_07_21__14_08_04.csv,Premature Response,Premature,Not_omission,,FC2,on,5CSRTT Day 2,7/21/2020,NP2,55,-1.165,2,0,1
156,55,819.685,Electrode,Mid-Striatum,5c,Currentstimsessions\FC2on_2020_07_21__14_08_04.csv,Reward,Not_premature,Not_omission,Reward,FC2,on,5CSRTT Day 2,7/21/2020,NP1,56,1.545,2,0,0
157,56,836.66,Electrode,Mid-Striatum,5c,Currentstimsessions\FC2on_2020_07_21__14_08_04.csv,Premature Response,Premature,Not_omission,,FC2,on,5CSRTT Day 2,7/21/2020,NP1,57,-1.82,2,0,1
158,57,847.22,Electrode,Mid-Striatum,5c,Currentstimsessions\FC2on_2020_07_21__14_08_04.csv,Reward,Not_premature,Not_omission,Reward,FC2,on,5CSRTT Day 2,7/21/2020,NP2,58,0.25,2,0,0
159,58,860.02,Electrode,Mid-Striatum,5c,Currentstimsessions\FC2on_2020_07_21__14_08_04.csv,Premature Response,Premature,Not_omission,,FC2,on,5CSRTT Day 2,7/21/2020,NP2,59,-1.725,2,0,1
160,59,868.775,Electrode,Mid-Striatum,5c,Currentstimsessions\FC2on_2020_07_21__14_08_04.csv,Omission,Omission,Omission,,FC2,on,5CSRTT Day 2,7/21/2020,Omission,60,,2,1,1
161,60,884.525,Electrode,Mid-Striatum,5c,Currentstimsessions\FC2on_2020_07_21__14_08_04.csv,Incorrect Response,Not_premature,Not_omission,Error,FC2,on,5CSRTT Day 2,7/21/2020,NP5,61,4.1,2,0,0
162,61,899.235,Electrode,Mid-Striatum,5c,Currentstimsessions\FC2on_2020_07_21__14_08_04.csv,Reward,Not_premature,Not_omission,Reward,FC2,on,5CSRTT Day 2,7/21/2020,NP2,62,0.395,2,0,0
163,62,911.555,Electrode,Mid-Striatum,5c,Currentstimsessions\FC2on_2020_07_21__14_08_04.csv,Incorrect Response,Not_premature,Not_omission,Error,FC2,on,5CSRTT Day 2,7/21/2020,NP2,63,0.875,2,0,0
164,63,923.255,Electrode,Mid-Striatum,5c,Currentstimsessions\FC2on_2020_07_21__14_08_04.csv,Reward,Not_premature,Not_omission,Reward,FC2,on,5CSRTT Day 2,7/21/2020,NP5,64,0.85,2,0,0
165,64,935.68,Electrode,Mid-Striatum,5c,Currentstimsessions\FC2on_2020_07_21__14_08_04.csv,Premature Response,Premature,Not_omission,,FC2,on,5CSRTT Day 2,7/21/2020,NP1,65,-0.59,2,0,1
166,65,946.27,Electrode,Mid-Striatum,5c,Currentstimsessions\FC2on_2020_07_21__14_08_04.csv,Reward,Not_premature,Not_omission,Reward,FC2,on,5CSRTT Day 2,7/21/2020,NP2,66,0.545,2,0,0
167,66,960.06,Electrode,Mid-Striatum,5c,Currentstimsessions\FC2on_2020_07_21__14_08_04.csv,Premature Response,Premature,Not_omission,,FC2,on,5CSRTT Day 2,7/21/2020,NP3,67,-1.815,2,0,1
168,67,969.92,Electrode,Mid-Striatum,5c,Currentstimsessions\FC2on_2020_07_21__14_08_04.csv,Reward,Not_premature,Not_omission,Reward,FC2,on,5CSRTT Day 2,7/21/2020,NP1,68,0.485,2,0,0
169,68,983.42,Electrode,Mid-Striatum,5c,Currentstimsessions\FC2on_2020_07_21__14_08_04.csv,Incorrect Response,Not_premature,Not_omission,Error,FC2,on,5CSRTT Day 2,7/21/2020,NP4,69,0.16,2,0,0
170,69,1018,Electrode,Mid-Striatum,5c,Currentstimsessions\FC2on_2020_07_21__14_08_04.csv,Reward,Not_premature,Not_omission,Reward,FC2,on,5CSRTT Day 2,7/21/2020,NP3,70,0.52,2,0,0
171,70,1035.72,Electrode,Mid-Striatum,5c,Currentstimsessions\FC2on_2020_07_21__14_08_04.csv,Reward,Not_premature,Not_omission,Reward,FC2,on,5CSRTT Day 2,7/21/2020,NP1,71,0.64,2,0,0
172,71,1051.265,Electrode,Mid-Striatum,5c,Currentstimsessions\FC2on_2020_07_21__14_08_04.csv,Premature Response,Premature,Not_omission,,FC2,on,5CSRTT Day 2,7/21/2020,NP5,72,-1.29,2,0,1
173,72,1060.185,Electrode,Mid-Striatum,5c,Currentstimsessions\FC2on_2020_07_21__14_08_04.csv,Reward,Not_premature,Not_omission,Reward,FC2,on,5CSRTT Day 2,7/21/2020,NP5,73,1.075,2,0,0
174,73,1078.22,Electrode,Mid-Striatum,5c,Currentstimsessions\FC2on_2020_07_21__14_08_04.csv,Incorrect Response,Not_premature,Not_omission,Error,FC2,on,5CSRTT Day 2,7/21/2020,NP2,74,0.21,2,0,0
175,74,1088.585,Electrode,Mid-Striatum,5c,Currentstimsessions\FC2on_2020_07_21__14_08_04.csv,Reward,Not_premature,Not_omission,Reward,FC2,on,5CSRTT Day 2,7/21/2020,NP2,75,0.69,2,0,0
176,75,1106.22,Electrode,Mid-Striatum,5c,Currentstimsessions\FC2on_2020_07_21__14_08_04.csv,Premature Response,Premature,Not_omission,,FC2,on,5CSRTT Day 2,7/21/2020,NP4,76,-1.42,2,0,1
177,76,1120.05,Electrode,Mid-Striatum,5c,Currentstimsessions\FC2on_2020_07_21__14_08_04.csv,Incorrect Response,Not_premature,Not_omission,Error,FC2,on,5CSRTT Day 2,7/21/2020,NP5,77,0.76,2,0,0
178,77,1132.1,Electrode,Mid-Striatum,5c,Currentstimsessions\FC2on_2020_07_21__14_08_04.csv,Reward,Not_premature,Not_omission,Reward,FC2,on,5CSRTT Day 2,7/21/2020,NP1,78,1.64,2,0,0
179,78,1147.605,Electrode,Mid-Striatum,5c,Currentstimsessions\FC2on_2020_07_21__14_08_04.csv,Premature Response,Premature,Not_omission,,FC2,on,5CSRTT Day 2,7/21/2020,NP1,79,-2.055,2,0,1
180,79,1160.745,Electrode,Mid-Striatum,5c,Currentstimsessions\FC2on_2020_07_21__14_08_04.csv,Premature Response,Premature,Not_omission,,FC2,on,5CSRTT Day 2,7/21/2020,NP1,80,-0.905,2,0,1
181,80,1171.45,Electrode,Mid-Striatum,5c,Currentstimsessions\FC2on_2020_07_21__14_08_04.csv,Reward,Not_premature,Not_omission,Reward,FC2,on,5CSRTT Day 2,7/21/2020,NP2,81,0.34,2,0,0
182,81,1189.925,Electrode,Mid-Striatum,5c,Currentstimsessions\FC2on_2020_07_21__14_08_04.csv,Incorrect Response,Not_premature,Not_omission,Error,FC2,on,5CSRTT Day 2,7/21/2020,NP3,82,1.365,2,0,0
183,82,1202.445,Electrode,Mid-Striatum,5c,Currentstimsessions\FC2on_2020_07_21__14_08_04.csv,Premature Response,Premature,Not_omission,,FC2,on,5CSRTT Day 2,7/21/2020,NP1,83,-1.075,2,0,1
184,83,1212.1,Electrode,Mid-Striatum,5c,Currentstimsessions\FC2on_2020_07_21__14_08_04.csv,Incorrect Response,Not_premature,Not_omission,Error,FC2,on,5CSRTT Day 2,7/21/2020,NP1,84,0.4,2,0,0
185,84,1222.9,Electrode,Mid-Striatum,5c,Currentstimsessions\FC2on_2020_07_21__14_08_04.csv,Reward,Not_premature,Not_omission,Reward,FC2,on,5CSRTT Day 2,7/21/2020,NP5,85,0.94,2,0,0
186,85,1237.48,Electrode,Mid-Striatum,5c,Currentstimsessions\FC2on_2020_07_21__14_08_04.csv,Premature Response,Premature,Not_omission,,FC2,on,5CSRTT Day 2,7/21/2020,NP1,86,-1.725,2,0,1
187,86,1255.955,Electrode,Mid-Striatum,5c,Currentstimsessions\FC2on_2020_07_21__14_08_04.csv,Reward,Not_premature,Not_omission,Reward,FC2,on,5CSRTT Day 2,7/21/2020,NP1,87,0.86,2,0,0
188,87,1272.62,Electrode,Mid-Striatum,5c,Currentstimsessions\FC2on_2020_07_21__14_08_04.csv,Reward,Not_premature,Not_omission,Reward,FC2,on,5CSRTT Day 2,7/21/2020,NP2,88,0.335,2,0,0
189,88,1285.505,Electrode,Mid-Striatum,5c,Currentstimsessions\FC2on_2020_07_21__14_08_04.csv,Incorrect Response,Not_premature,Not_omission,Error,FC2,on,5CSRTT Day 2,7/21/2020,NP4,89,0.535,2,0,0
190,89,1307.265,Electrode,Mid-Striatum,5c,Currentstimsessions\FC2on_2020_07_21__14_08_04.csv,Reward,Not_premature,Not_omission,Reward,FC2,on,5CSRTT Day 2,7/21/2020,NP3,90,0.485,2,0,0
191,90,1322.01,Electrode,Mid-Striatum,5c,Currentstimsessions\FC2on_2020_07_21__14_08_04.csv,Premature Response,Premature,Not_omission,,FC2,on,5CSRTT Day 2,7/21/2020,NP1,91,-0.97,2,0,1
192,91,1332.325,Electrode,Mid-Striatum,5c,Currentstimsessions\FC2on_2020_07_21__14_08_04.csv,Reward,Not_premature,Not_omission,Reward,FC2,on,5CSRTT Day 2,7/21/2020,NP4,92,0.58,2,0,0
193,92,1345.15,Electrode,Mid-Striatum,5c,Currentstimsessions\FC2on_2020_07_21__14_08_04.csv,Reward,Not_premature,Not_omission,Reward,FC2,on,5CSRTT Day 2,7/21/2020,NP1,93,5.295,2,0,0
194,93,1361.2,Electrode,Mid-Striatum,5c,Currentstimsessions\FC2on_2020_07_21__14_08_04.csv,Omission,Omission,Omission,,FC2,on,5CSRTT Day 2,7/21/2020,Omission,94,,2,1,1
195,94,1376.915,Electrode,Mid-Striatum,5c,Currentstimsessions\FC2on_2020_07_21__14_08_04.csv,Reward,Not_premature,Not_omission,Reward,FC2,on,5CSRTT Day 2,7/21/2020,NP2,95,0.275,2,0,0
196,95,1399.76,Electrode,Mid-Striatum,5c,Currentstimsessions\FC2on_2020_07_21__14_08_04.csv,Incorrect Response,Not_premature,Not_omission,Error,FC2,on,5CSRTT Day 2,7/21/2020,NP3,96,1.365,2,0,0
197,96,1416.07,Electrode,Mid-Striatum,5c,Currentstimsessions\FC2on_2020_07_21__14_08_04.csv,Omission,Omission,Omission,,FC2,on,5CSRTT Day 2,7/21/2020,Omission,97,,2,1,1
198,97,1433.1,Electrode,Mid-Striatum,5c,Currentstimsessions\FC2on_2020_07_21__14_08_04.csv,Reward,Not_premature,Not_omission,Reward,FC2,on,5CSRTT Day 2,7/21/2020,NP2,98,0.49,2,0,0
199,98,1449.225,Electrode,Mid-Striatum,5c,Currentstimsessions\FC2on_2020_07_21__14_08_04.csv,Premature Response,Premature,Not_omission,,FC2,on,5CSRTT Day 2,7/21/2020,NP5,99,-0.825,2,0,1
200,99,1459.455,Electrode,Mid-Striatum,5c,Currentstimsessions\FC2on_2020_07_21__14_08_04.csv,Premature Response,Premature,Not_omission,,FC2,on,5CSRTT Day 2,7/21/2020,NP1,100,-1.36,2,0,1
201,0,20.07,Electrode,Mid-Striatum,5c,Currentstimsessions\FC2off_2020_07_22__13_28_04.csv,Reward,Not_premature,Not_omission,Reward,FC2,off,5CSRTT Day 3,7/22/2020,NP3,1,0.285,3,0,0
202,1,45.53,Electrode,Mid-Striatum,5c,Currentstimsessions\FC2off_2020_07_22__13_28_04.csv,Omission,Omission,Omission,,FC2,off,5CSRTT Day 3,7/22/2020,Omission,2,,3,1,1
203,2,64.215,Electrode,Mid-Striatum,5c,Currentstimsessions\FC2off_2020_07_22__13_28_04.csv,Omission,Omission,Omission,,FC2,off,5CSRTT Day 3,7/22/2020,Omission,3,,3,1,1
204,3,81.97,Electrode,Mid-Striatum,5c,Currentstimsessions\FC2off_2020_07_22__13_28_04.csv,Premature Response,Premature,Not_omission,,FC2,off,5CSRTT Day 3,7/22/2020,NP1,4,-1.075,3,0,1
205,4,92.45,Electrode,Mid-Striatum,5c,Currentstimsessions\FC2off_2020_07_22__13_28_04.csv,Premature Response,Premature,Not_omission,,FC2,off,5CSRTT Day 3,7/22/2020,NP2,5,-1.325,3,0,1
206,5,106.4,Electrode,Mid-Striatum,5c,Currentstimsessions\FC2off_2020_07_22__13_28_04.csv,Omission,Omission,Omission,,FC2,off,5CSRTT Day 3,7/22/2020,Omission,6,,3,1,1
207,6,124.54,Electrode,Mid-Striatum,5c,Currentstimsessions\FC2off_2020_07_22__13_28_04.csv,Premature Response,Premature,Not_omission,,FC2,off,5CSRTT Day 3,7/22/2020,NP1,7,-1.625,3,0,1
208,7,133.08,Electrode,Mid-Striatum,5c,Currentstimsessions\FC2off_2020_07_22__13_28_04.csv,Incorrect Response,Not_premature,Not_omission,Error,FC2,off,5CSRTT Day 3,7/22/2020,NP1,8,2.845,3,0,0
209,8,148.4,Electrode,Mid-Striatum,5c,Currentstimsessions\FC2off_2020_07_22__13_28_04.csv,Premature Response,Premature,Not_omission,,FC2,off,5CSRTT Day 3,7/22/2020,NP1,9,-1.205,3,0,1
210,9,163.99,Electrode,Mid-Striatum,5c,Currentstimsessions\FC2off_2020_07_22__13_28_04.csv,Premature Response,Premature,Not_omission,,FC2,off,5CSRTT Day 3,7/22/2020,NP2,10,-1.955,3,0,1
211,10,172.13,Electrode,Mid-Striatum,5c,Currentstimsessions\FC2off_2020_07_22__13_28_04.csv,Incorrect Response,Not_premature,Not_omission,Error,FC2,off,5CSRTT Day 3,7/22/2020,NP5,11,2.43,3,0,0
212,11,185.235,Electrode,Mid-Striatum,5c,Currentstimsessions\FC2off_2020_07_22__13_28_04.csv,Premature Response,Premature,Not_omission,,FC2,off,5CSRTT Day 3,7/22/2020,NP1,12,-0.38,3,0,1
213,12,197.285,Electrode,Mid-Striatum,5c,Currentstimsessions\FC2off_2020_07_22__13_28_04.csv,Premature Response,Premature,Not_omission,,FC2,off,5CSRTT Day 3,7/22/2020,NP5,13,-0.55,3,0,1
214,13,214.86,Electrode,Mid-Striatum,5c,Currentstimsessions\FC2off_2020_07_22__13_28_04.csv,Incorrect Response,Not_premature,Not_omission,Error,FC2,off,5CSRTT Day 3,7/22/2020,NP2,14,1.25,3,0,0
215,14,237.56,Electrode,Mid-Striatum,5c,Currentstimsessions\FC2off_2020_07_22__13_28_04.csv,Reward,Not_premature,Not_omission,Reward,FC2,off,5CSRTT Day 3,7/22/2020,NP3,15,0.52,3,0,0
216,15,253.965,Electrode,Mid-Striatum,5c,Currentstimsessions\FC2off_2020_07_22__13_28_04.csv,Reward,Not_premature,Not_omission,Reward,FC2,off,5CSRTT Day 3,7/22/2020,NP5,16,0.565,3,0,0
217,16,268.455,Electrode,Mid-Striatum,5c,Currentstimsessions\FC2off_2020_07_22__13_28_04.csv,Premature Response,Premature,Not_omission,,FC2,off,5CSRTT Day 3,7/22/2020,NP4,17,-2.915,3,0,1
218,17,278.085,Electrode,Mid-Striatum,5c,Currentstimsessions\FC2off_2020_07_22__13_28_04.csv,Reward,Not_premature,Not_omission,Reward,FC2,off,5CSRTT Day 3,7/22/2020,NP3,18,0.705,3,0,0
219,18,298.36,Electrode,Mid-Striatum,5c,Currentstimsessions\FC2off_2020_07_22__13_28_04.csv,Reward,Not_premature,Not_omission,Reward,FC2,off,5CSRTT Day 3,7/22/2020,NP1,19,0.7,3,0,0
220,19,315.505,Electrode,Mid-Striatum,5c,Currentstimsessions\FC2off_2020_07_22__13_28_04.csv,Omission,Omission,Omission,,FC2,off,5CSRTT Day 3,7/22/2020,Omission,20,,3,1,1
221,20,336.465,Electrode,Mid-Striatum,5c,Currentstimsessions\FC2off_2020_07_22__13_28_04.csv,Incorrect Response,Not_premature,Not_omission,Error,FC2,off,5CSRTT Day 3,7/22/2020,NP5,21,0.695,3,0,0
222,21,352.33,Electrode,Mid-Striatum,5c,Currentstimsessions\FC2off_2020_07_22__13_28_04.csv,Premature Response,Premature,Not_omission,,FC2,off,5CSRTT Day 3,7/22/2020,NP2,22,-0.985,3,0,1
223,22,362.585,Electrode,Mid-Striatum,5c,Currentstimsessions\FC2off_2020_07_22__13_28_04.csv,Reward,Not_premature,Not_omission,Reward,FC2,off,5CSRTT Day 3,7/22/2020,NP5,23,0.58,3,0,0
224,23,376.31,Electrode,Mid-Striatum,5c,Currentstimsessions\FC2off_2020_07_22__13_28_04.csv,Incorrect Response,Not_premature,Not_omission,Error,FC2,off,5CSRTT Day 3,7/22/2020,NP1,24,3.28,3,0,0
225,24,392.01,Electrode,Mid-Striatum,5c,Currentstimsessions\FC2off_2020_07_22__13_28_04.csv,Reward,Not_premature,Not_omission,Reward,FC2,off,5CSRTT Day 3,7/22/2020,NP2,25,0.615,3,0,0
226,25,403.645,Electrode,Mid-Striatum,5c,Currentstimsessions\FC2off_2020_07_22__13_28_04.csv,Incorrect Response,Not_premature,Not_omission,Error,FC2,off,5CSRTT Day 3,7/22/2020,NP2,26,3.645,3,0,0
227,26,418.48,Electrode,Mid-Striatum,5c,Currentstimsessions\FC2off_2020_07_22__13_28_04.csv,Reward,Not_premature,Not_omission,Reward,FC2,off,5CSRTT Day 3,7/22/2020,NP1,27,0.595,3,0,0
228,27,434.84,Electrode,Mid-Striatum,5c,Currentstimsessions\FC2off_2020_07_22__13_28_04.csv,Reward,Not_premature,Not_omission,Reward,FC2,off,5CSRTT Day 3,7/22/2020,NP5,28,0.555,3,0,0
229,28,447.85,Electrode,Mid-Striatum,5c,Currentstimsessions\FC2off_2020_07_22__13_28_04.csv,Reward,Not_premature,Not_omission,Reward,FC2,off,5CSRTT Day 3,7/22/2020,NP2,29,1.11,3,0,0
230,29,461.975,Electrode,Mid-Striatum,5c,Currentstimsessions\FC2off_2020_07_22__13_28_04.csv,Premature Response,Premature,Not_omission,,FC2,off,5CSRTT Day 3,7/22/2020,NP3,30,-0.46,3,0,1
231,30,472.32,Electrode,Mid-Striatum,5c,Currentstimsessions\FC2off_2020_07_22__13_28_04.csv,Reward,Not_premature,Not_omission,Reward,FC2,off,5CSRTT Day 3,7/22/2020,NP3,31,0.255,3,0,0
232,31,484.255,Electrode,Mid-Striatum,5c,Currentstimsessions\FC2off_2020_07_22__13_28_04.csv,Reward,Not_premature,Not_omission,Reward,FC2,off,5CSRTT Day 3,7/22/2020,NP5,32,0.095,3,0,0
233,32,494.42,Electrode,Mid-Striatum,5c,Currentstimsessions\FC2off_2020_07_22__13_28_04.csv,Reward,Not_premature,Not_omission,Reward,FC2,off,5CSRTT Day 3,7/22/2020,NP1,33,2.92,3,0,0
234,33,508.12,Electrode,Mid-Striatum,5c,Currentstimsessions\FC2off_2020_07_22__13_28_04.csv,Premature Response,Premature,Not_omission,,FC2,off,5CSRTT Day 3,7/22/2020,NP1,34,-3.28,3,0,1
235,34,522.835,Electrode,Mid-Striatum,5c,Currentstimsessions\FC2off_2020_07_22__13_28_04.csv,Premature Response,Premature,Not_omission,,FC2,off,5CSRTT Day 3,7/22/2020,NP1,35,-0.045,3,0,1
236,35,533.595,Electrode,Mid-Striatum,5c,Currentstimsessions\FC2off_2020_07_22__13_28_04.csv,Reward,Not_premature,Not_omission,Reward,FC2,off,5CSRTT Day 3,7/22/2020,NP3,36,0.65,3,0,0
237,36,553.545,Electrode,Mid-Striatum,5c,Currentstimsessions\FC2off_2020_07_22__13_28_04.csv,Reward,Not_premature,Not_omission,Reward,FC2,off,5CSRTT Day 3,7/22/2020,NP1,37,0.015,3,0,0
238,37,564.75,Electrode,Mid-Striatum,5c,Currentstimsessions\FC2off_2020_07_22__13_28_04.csv,Premature Response,Premature,Not_omission,,FC2,off,5CSRTT Day 3,7/22/2020,NP2,38,-1.205,3,0,1
239,38,575.435,Electrode,Mid-Striatum,5c,Currentstimsessions\FC2off_2020_07_22__13_28_04.csv,Incorrect Response,Not_premature,Not_omission,Error,FC2,off,5CSRTT Day 3,7/22/2020,NP5,39,0.795,3,0,0
240,39,586.785,Electrode,Mid-Striatum,5c,Currentstimsessions\FC2off_2020_07_22__13_28_04.csv,Incorrect Response,Not_premature,Not_omission,Error,FC2,off,5CSRTT Day 3,7/22/2020,NP4,40,1.145,3,0,0
241,40,598.195,Electrode,Mid-Striatum,5c,Currentstimsessions\FC2off_2020_07_22__13_28_04.csv,Reward,Not_premature,Not_omission,Reward,FC2,off,5CSRTT Day 3,7/22/2020,NP5,41,0.54,3,0,0
242,41,610.28,Electrode,Mid-Striatum,5c,Currentstimsessions\FC2off_2020_07_22__13_28_04.csv,Reward,Not_premature,Not_omission,Reward,FC2,off,5CSRTT Day 3,7/22/2020,NP4,42,0.515,3,0,0
