entryTime,exitTime,location,phase,taskTrial
92.03,92.275,2,0,0
101.07,101.3,2,1,1
101.565,101.735,3,1,1
101.985,102.165,2,2,1
102.66,102.935,2,0,0
103.18,103.61,3,0,0
104.045,104.195,1,0,0
104.52,104.7,3,0,0
104.945,105.64,2,0,0
105.86,106.29,3,0,0
106.31,106.635,3,0,0
106.985,107.045,1,0,0
107.75,108.17,3,0,0
110.13,110.285,3,1,2
110.605,111,1,2,2
119.21,119.28,3,1,3
119.63,119.81,1,2,3
125.5,125.715,3,0,0
126.01,126.325,1,0,0
126.61,126.685,3,0,0
127,127.15,2,1,4
127.43,127.58,3,1,4
127.825,128.21,2,2,4
128.44,128.855,3,0,0
129.095,129.415,2,0,0
130.71,131.05,2,0,0
131.29,131.455,3,0,0
131.675,132,2,0,0
137.185,137.375,1,1,5
138.03,138.405,1,1,5
138.51,138.58,1,1,5
138.88,138.995,3,1,5
139.28,139.515,1,2,5
144.245,144.4,1,0,0
144.735,144.835,3,0,0
145.155,145.365,2,0,0
145.625,145.88,3,0,0
146.12,146.365,2,0,0
147.295,147.48,3,1,6
147.505,147.585,3,2,6
147.945,148.145,1,2,6
152.22,152.36,1,0,0
152.885,153.075,1,0,0
153.625,153.805,3,0,0
154.055,154.35,1,0,0
154.665,155.075,3,0,0
155.325,155.865,1,1,7
156.115,156.355,3,1,7
156.585,156.775,1,2,7
160.79,160.84,2,0,0
160.88,160.935,2,0,0
161.21,161.47,3,0,0
162.11,162.395,3,0,0
162.675,162.885,2,0,0
163.12,163.78,3,0,0
164.185,164.755,1,1,8
165.02,165.23,3,1,8
165.435,165.51,1,2,8
171.02,171.07,2,0,0
171.125,171.17,2,0,0
171.475,171.575,3,0,0
171.94,172.185,2,0,0
172.475,172.65,3,0,0
172.76,172.995,3,1,9
173.31,173.465,1,2,9
178.285,178.705,1,0,0
178.985,179.38,3,0,0
179.605,179.855,1,0,0
180.15,180.54,3,0,0
180.69,181.41,3,1,10
181.655,181.88,1,2,10
186.425,187.095,2,0,0
187.38,187.465,3,0,0
187.735,188.015,2,0,0
188.205,188.42,2,0,0
188.63,189.175,3,0,0
189.49,189.675,1,1,11
189.99,190.485,3,1,11
190.755,191.04,2,2,11
199.435,199.607,1,1,12
199.865,200.06,3,1,12
200.32,200.495,1,2,12
205.71,205.975,3,0,0
206.48,206.975,2,0,0
207.185,207.335,3,0,0
207.595,207.76,2,1,13
208,208.255,3,1,13
208.485,208.795,2,2,13
213.93,214.11,3,0,0
214.195,214.295,3,0,0
214.59,214.82,1,0,0
215.09,216.055,3,0,0
216.34,216.525,2,1,14
216.765,216.99,3,1,14
217.245,217.535,2,2,14
224.245,224.815,2,0,0
225.055,225.3,3,1,15
225.635,225.8,1,2,15
229.415,229.53,1,0,0
229.825,230.06,3,0,0
230.21,230.455,3,0,0
230.695,230.96,1,0,0
231.26,231.74,3,0,0
232.055,232.53,2,0,0
232.56,232.81,2,0,0
233,233.125,3,1,16
233.53,233.8,1,2,16
237.875,238.225,2,0,0
238.255,238.485,2,0,0
238.72,238.995,3,0,0
239.24,239.695,2,0,0
239.955,240.295,3,0,0
240.54,240.94,2,0,0
241.16,241.37,3,1,17
241.685,242.01,1,2,17
242.2,242.38,1,0,0
243.465,243.595,3,0,0
243.865,244.43,2,0,0
248.96,249.13,2,1,18
249.35,249.625,3,1,18
249.84,250.055,2,2,18
254.115,254.545,2,0,0
254.795,254.87,3,0,0
255.12,255.495,2,0,0
255.57,255.815,2,0,0
256.05,256.305,3,0,0
256.53,256.88,2,0,0
257.22,258.135,3,1,19
258.35,258.51,2,2,19
258.515,258.54,2,0,0
261.88,261.95,2,0,0
269.59,269.705,1,1,20
270,270.18,3,1,20
270.46,270.875,1,2,20
271.15,271.19,1,0,0
271.51,271.62,3,0,0
271.94,272.495,2,0,0
272.55,273.01,2,0,0
273.125,273.15,2,0,0
273.475,273.67,3,0,0
273.95,274.395,2,0,0
274.815,274.84,2,0,0
274.855,275.145,2,0,0
275.17,275.415,2,0,0
275.625,276.675,3,0,0
276.89,277.385,2,0,0
277.665,277.91,3,1,21
278.22,278.63,1,2,21
284.665,284.795,3,0,0
285.13,285.42,2,0,0
286.005,286.185,3,1,22
286.44,286.6,2,2,22
292.11,292.325,2,0,0
292.615,292.74,3,0,0
293.035,293.51,2,0,0
293.74,294.18,3,1,23
294.415,294.62,2,2,23
301.87,301.915,2,1,24
302.23,302.46,3,1,24
302.695,302.935,2,2,24
306.725,306.885,2,0,0
310.64,310.825,3,1,25
