"","X","Animal","Session.Number","Outcome","Protocol","Stim","Omission_or_not","Premature_or_not","Accuracy","Reaction.Time"
"2666",3166,"FC3","16","Reward","5CSRTT Day 1","on","Not_omission","Not_premature","Reward",0.36
"2667",3167,"FC3","16","Reward","5CSRTT Day 1","on","Not_omission","Not_premature","Reward",0.79
"2668",3168,"FC3","16","Reward","5CSRTT Day 1","on","Not_omission","Not_premature","Reward",0.4
"2669",3169,"FC3","16","Incorrect Response","5CSRTT Day 1","on","Not_omission","Not_premature","Error",0.34
"2670",3170,"FC3","16","Reward","5CSRTT Day 1","on","Not_omission","Not_premature","Reward",0.44
"2671",3171,"FC3","16","Incorrect Response","5CSRTT Day 1","on","Not_omission","Not_premature","Error",0.3
"2672",3172,"FC3","16","Premature Response","5CSRTT Day 1","on","Not_omission","Premature","",-0.345
"2673",3173,"FC3","16","Reward","5CSRTT Day 1","on","Not_omission","Not_premature","Reward",0.225
"2674",3174,"FC3","16","Reward","5CSRTT Day 1","on","Not_omission","Not_premature","Reward",0.44
"2675",3175,"FC3","16","Reward","5CSRTT Day 1","on","Not_omission","Not_premature","Reward",0.42
"2676",3176,"FC3","16","Reward","5CSRTT Day 1","on","Not_omission","Not_premature","Reward",0.4
"2677",3177,"FC3","16","Premature Response","5CSRTT Day 1","on","Not_omission","Premature","",-0.28
"2678",3178,"FC3","16","Reward","5CSRTT Day 1","on","Not_omission","Not_premature","Reward",0.675
"2679",3179,"FC3","16","Reward","5CSRTT Day 1","on","Not_omission","Not_premature","Reward",0.475
"2680",3180,"FC3","16","Reward","5CSRTT Day 1","on","Not_omission","Not_premature","Reward",0.615
"2681",3181,"FC3","16","Reward","5CSRTT Day 1","on","Not_omission","Not_premature","Reward",0.33
"2682",3182,"FC3","16","Reward","5CSRTT Day 1","on","Not_omission","Not_premature","Reward",0.47
"2683",3183,"FC3","16","Reward","5CSRTT Day 1","on","Not_omission","Not_premature","Reward",0.27
"2684",3184,"FC3","16","Premature Response","5CSRTT Day 1","on","Not_omission","Premature","",-0.945
"2685",3185,"FC3","16","Reward","5CSRTT Day 1","on","Not_omission","Not_premature","Reward",1.04
"2686",3186,"FC3","16","Reward","5CSRTT Day 1","on","Not_omission","Not_premature","Reward",0.295
"2687",3187,"FC3","16","Reward","5CSRTT Day 1","on","Not_omission","Not_premature","Reward",0.255
"2688",3188,"FC3","16","Reward","5CSRTT Day 1","on","Not_omission","Not_premature","Reward",0.695
"2689",3189,"FC3","16","Reward","5CSRTT Day 1","on","Not_omission","Not_premature","Reward",0.485
"2690",3190,"FC3","16","Reward","5CSRTT Day 1","on","Not_omission","Not_premature","Reward",0.255
"2691",3191,"FC3","16","Reward","5CSRTT Day 1","on","Not_omission","Not_premature","Reward",0.365
"2692",3192,"FC3","16","Reward","5CSRTT Day 1","on","Not_omission","Not_premature","Reward",0.44
"2693",3193,"FC3","16","Reward","5CSRTT Day 1","on","Not_omission","Not_premature","Reward",0.53
"2694",3194,"FC3","16","Reward","5CSRTT Day 1","on","Not_omission","Not_premature","Reward",0.375
"2695",3195,"FC3","16","Reward","5CSRTT Day 1","on","Not_omission","Not_premature","Reward",0.28
"2696",3196,"FC3","16","Reward","5CSRTT Day 1","on","Not_omission","Not_premature","Reward",0.285
"2697",3197,"FC3","16","Reward","5CSRTT Day 1","on","Not_omission","Not_premature","Reward",0.635
"2698",3198,"FC3","16","Reward","5CSRTT Day 1","on","Not_omission","Not_premature","Reward",0.33
"2699",3199,"FC3","16","Reward","5CSRTT Day 1","on","Not_omission","Not_premature","Reward",0.69
"2700",3200,"FC3","16","Reward","5CSRTT Day 1","on","Not_omission","Not_premature","Reward",0.48
"2701",16728,"FC30","1","Reward","5CSRTT Day 1","off","Not_omission","Not_premature","Reward",0.349019766
"2702",16729,"FC30","1","Premature","5CSRTT Day 1","off","Not_omission","Premature","Premature",NA
"2703",16730,"FC30","1","Premature","5CSRTT Day 1","off","Not_omission","Premature","Premature",NA
"2704",16731,"FC30","1","Premature","5CSRTT Day 1","off","Not_omission","Premature","Premature",NA
"2705",16732,"FC30","1","Premature","5CSRTT Day 1","off","Not_omission","Premature","Premature",NA
"2706",16733,"FC30","1","Premature","5CSRTT Day 1","off","Not_omission","Premature","Premature",NA
"2707",16734,"FC30","1","Reward","5CSRTT Day 1","off","Not_omission","Not_premature","Reward",0.22800827
"2708",16735,"FC30","1","Premature","5CSRTT Day 1","off","Not_omission","Premature","Premature",NA
"2709",16736,"FC30","1","Premature","5CSRTT Day 1","off","Not_omission","Premature","Premature",NA
"2710",16737,"FC30","1","Reward","5CSRTT Day 1","off","Not_omission","Not_premature","Reward",0.473531961
"2711",16738,"FC30","1","Reward","5CSRTT Day 1","off","Not_omission","Not_premature","Reward",0.308010578
"2712",16739,"FC30","1","Reward","5CSRTT Day 1","off","Not_omission","Not_premature","Reward",0.397063494
"2713",16740,"FC30","1","Premature","5CSRTT Day 1","off","Not_omission","Premature","Premature",NA
"2714",16741,"FC30","1","Premature","5CSRTT Day 1","off","Not_omission","Premature","Premature",NA
"2715",16742,"FC30","1","Reward","5CSRTT Day 1","off","Not_omission","Not_premature","Reward",0.290008783
"2716",16743,"FC30","1","Premature","5CSRTT Day 1","off","Not_omission","Premature","Premature",NA
"2717",16744,"FC30","1","Premature","5CSRTT Day 1","off","Not_omission","Premature","Premature",NA
"2718",16745,"FC30","1","Reward","5CSRTT Day 1","off","Not_omission","Not_premature","Reward",1.297050238
"2719",16746,"FC30","1","Premature","5CSRTT Day 1","off","Not_omission","Premature","Premature",NA
"2720",16747,"FC30","1","Incorrect Response","5CSRTT Day 1","off","Not_omission","Not_premature","Error",1.189305782
"2721",16748,"FC30","1","Reward","5CSRTT Day 1","off","Not_omission","Not_premature","Reward",0.485046864
"2722",16749,"FC30","1","Premature","5CSRTT Day 1","off","Not_omission","Premature","Premature",NA
"2723",16750,"FC30","1","Premature","5CSRTT Day 1","off","Not_omission","Premature","Premature",NA
"2724",16751,"FC30","1","Premature","5CSRTT Day 1","off","Not_omission","Premature","Premature",NA
"2725",16752,"FC30","1","Premature","5CSRTT Day 1","off","Not_omission","Premature","Premature",NA
"2726",16753,"FC30","1","Reward","5CSRTT Day 1","off","Not_omission","Not_premature","Reward",0.475472212
"2727",16754,"FC30","1","Reward","5CSRTT Day 1","off","Not_omission","Not_premature","Reward",0.45801568
"2728",16755,"FC30","1","Reward","5CSRTT Day 1","off","Not_omission","Not_premature","Reward",0.712028742
"2729",16756,"FC30","1","Reward","5CSRTT Day 1","off","Not_omission","Not_premature","Reward",0.572019339
"2730",16757,"FC30","1","Reward","5CSRTT Day 1","off","Not_omission","Not_premature","Reward",0.630959511
"2731",16758,"FC30","1","Reward","5CSRTT Day 1","off","Not_omission","Not_premature","Reward",0.886080027
"2732",16759,"FC30","1","Reward","5CSRTT Day 1","off","Not_omission","Not_premature","Reward",0.31701088
"2733",16760,"FC30","1","Reward","5CSRTT Day 1","off","Not_omission","Not_premature","Reward",0.359012127
"2734",16761,"FC30","1","Reward","5CSRTT Day 1","off","Not_omission","Not_premature","Reward",0.460015535
"2735",16762,"FC30","1","Premature","5CSRTT Day 1","off","Not_omission","Premature","Premature",NA
"2736",16763,"FC30","1","Reward","5CSRTT Day 1","off","Not_omission","Not_premature","Reward",0.423014402
"2737",16764,"FC30","1","Reward","5CSRTT Day 1","off","Not_omission","Not_premature","Reward",0.577531099
"2738",16765,"FC30","1","Premature","5CSRTT Day 1","off","Not_omission","Premature","Premature",NA
"2739",16766,"FC30","1","Premature","5CSRTT Day 1","off","Not_omission","Premature","Premature",NA
"2740",16767,"FC30","1","Premature","5CSRTT Day 1","off","Not_omission","Premature","Premature",NA
"2741",16768,"FC30","1","Reward","5CSRTT Day 1","off","Not_omission","Not_premature","Reward",0.410015821
"2742",16769,"FC30","1","Reward","5CSRTT Day 1","off","Not_omission","Not_premature","Reward",0.66301918
"2743",16770,"FC30","1","Reward","5CSRTT Day 1","off","Not_omission","Not_premature","Reward",0.475088835
"2744",16771,"FC30","1","Reward","5CSRTT Day 1","off","Not_omission","Not_premature","Reward",0.405020952
"2745",16772,"FC30","1","Incorrect Response","5CSRTT Day 1","off","Not_omission","Not_premature","Error",0.920047998
"2746",16773,"FC30","1","Reward","5CSRTT Day 1","off","Not_omission","Not_premature","Reward",0.61102128
"2747",16774,"FC30","1","Reward","5CSRTT Day 1","off","Not_omission","Not_premature","Reward",0.444014311
"2748",16775,"FC30","1","Reward","5CSRTT Day 1","off","Not_omission","Not_premature","Reward",0.355012178
"2749",16776,"FC30","1","Reward","5CSRTT Day 1","off","Not_omission","Not_premature","Reward",0.499017
"2750",16777,"FC30","1","Reward","5CSRTT Day 1","off","Not_omission","Not_premature","Reward",0.762724161
"2751",16778,"FC30","1","Reward","5CSRTT Day 1","off","Not_omission","Not_premature","Reward",0.922030926
"2752",16779,"FC30","1","Premature","5CSRTT Day 1","off","Not_omission","Premature","Premature",NA
"2753",16780,"FC30","1","Reward","5CSRTT Day 1","off","Not_omission","Not_premature","Reward",0.722034693
"2754",16781,"FC30","1","Reward","5CSRTT Day 1","off","Not_omission","Not_premature","Reward",0.326011181
"2755",16782,"FC30","1","Reward","5CSRTT Day 1","off","Not_omission","Not_premature","Reward",0.408021212
"2756",16783,"FC30","1","Reward","5CSRTT Day 1","off","Not_omission","Not_premature","Reward",0.400020123
"2757",16784,"FC30","1","Reward","5CSRTT Day 1","off","Not_omission","Not_premature","Reward",0.377013683
"2758",16785,"FC30","1","Reward","5CSRTT Day 1","off","Not_omission","Not_premature","Reward",0.657684565
"2759",16786,"FC30","1","Premature","5CSRTT Day 1","off","Not_omission","Premature","Premature",NA
"2760",16787,"FC30","1","Reward","5CSRTT Day 1","off","Not_omission","Not_premature","Reward",0.554052591
"2761",16788,"FC30","1","Premature","5CSRTT Day 1","off","Not_omission","Premature","Premature",NA
"2762",16789,"FC30","1","Reward","5CSRTT Day 1","off","Not_omission","Not_premature","Reward",0.248016596
"2763",16790,"FC30","1","Incorrect Response","5CSRTT Day 1","off","Not_omission","Not_premature","Error",0.955031872
"2764",16791,"FC30","1","Reward","5CSRTT Day 1","off","Not_omission","Not_premature","Reward",0.355012178
"2765",16792,"FC30","1","Premature","5CSRTT Day 1","off","Not_omission","Premature","Premature",NA
"2766",16793,"FC30","1","Premature","5CSRTT Day 1","off","Not_omission","Premature","Premature",NA
"2767",16794,"FC30","1","Reward","5CSRTT Day 1","off","Not_omission","Not_premature","Reward",0.36402154
"2768",16795,"FC30","1","Reward","5CSRTT Day 1","off","Not_omission","Not_premature","Reward",0.453015566
"2769",16796,"FC30","1","Incorrect Response","5CSRTT Day 1","off","Not_omission","Not_premature","Error",1.101041317
"2770",16797,"FC30","1","Reward","5CSRTT Day 1","off","Not_omission","Not_premature","Reward",0.343019485
"2771",16798,"FC30","1","Reward","5CSRTT Day 1","off","Not_omission","Not_premature","Reward",0.458015919
"2772",16799,"FC30","1","Reward","5CSRTT Day 1","off","Not_omission","Not_premature","Reward",0.298010349
"2773",16800,"FC30","1","Reward","5CSRTT Day 1","off","Not_omission","Not_premature","Reward",0.729024649
"2774",16801,"FC30","1","Reward","5CSRTT Day 1","off","Not_omission","Not_premature","Reward",0.37301302
"2775",16802,"FC30","1","Incorrect Response","5CSRTT Day 1","off","Not_omission","Not_premature","Error",0.83703208
"2776",16803,"FC30","1","Reward","5CSRTT Day 1","off","Not_omission","Not_premature","Reward",0.787026405
"2777",16804,"FC30","1","Reward","5CSRTT Day 1","off","Not_omission","Not_premature","Reward",0.404069185
"2778",16805,"FC30","1","Incorrect Response","5CSRTT Day 1","off","Not_omission","Not_premature","Error",0.323010921
"2779",16806,"FC30","1","Reward","5CSRTT Day 1","off","Not_omission","Not_premature","Reward",0.727024317
"2780",16807,"FC30","1","Reward","5CSRTT Day 1","off","Not_omission","Not_premature","Reward",0.445039988
"2781",16808,"FC30","1","Reward","5CSRTT Day 1","off","Not_omission","Not_premature","Reward",0.378521204
"2782",16809,"FC30","1","Premature","5CSRTT Day 1","off","Not_omission","Premature","Premature",NA
"2783",16810,"FC30","1","Reward","5CSRTT Day 1","off","Not_omission","Not_premature","Reward",0.506541014
"2784",16811,"FC30","1","Reward","5CSRTT Day 1","off","Not_omission","Not_premature","Reward",0.652022362
"2785",16812,"FC30","1","Reward","5CSRTT Day 1","off","Not_omission","Not_premature","Reward",0.456061125
"2786",16813,"FC30","1","Omission","5CSRTT Day 1","off","Omission","Not_premature","Omission",NA
"2787",16814,"FC30","1","Reward","5CSRTT Day 1","off","Not_omission","Not_premature","Reward",0.313007116
"2788",16815,"FC30","1","Omission","5CSRTT Day 1","off","Omission","Not_premature","Omission",NA
"2789",16816,"FC30","1","Reward","5CSRTT Day 1","off","Not_omission","Not_premature","Reward",0.680018187
"2790",16817,"FC30","1","Reward","5CSRTT Day 1","off","Not_omission","Not_premature","Reward",0.414009571
"2791",16818,"FC30","1","Reward","5CSRTT Day 1","off","Not_omission","Not_premature","Reward",0.503011942
"2792",16819,"FC30","1","Reward","5CSRTT Day 1","off","Not_omission","Not_premature","Reward",0.721024752
"2793",16820,"FC30","1","Reward","5CSRTT Day 1","off","Not_omission","Not_premature","Reward",0.278520823
"2794",16821,"FC30","1","Reward","5CSRTT Day 1","off","Not_omission","Not_premature","Reward",0.477011204
"2795",16822,"FC30","1","Reward","5CSRTT Day 1","off","Not_omission","Not_premature","Reward",0.321007252
"2796",16823,"FC30","1","Reward","5CSRTT Day 1","off","Not_omission","Not_premature","Reward",0.367008448
"2797",16824,"FC30","1","Reward","5CSRTT Day 1","off","Not_omission","Not_premature","Reward",0.80102706
"2798",16825,"FC30","1","Reward","5CSRTT Day 1","off","Not_omission","Not_premature","Reward",0.330040932
"2799",16826,"FC30","1","Reward","5CSRTT Day 1","off","Not_omission","Not_premature","Reward",0.221004725
"2800",16827,"FC30","1","Reward","5CSRTT Day 1","off","Not_omission","Not_premature","Reward",0.301007509
"2801",16828,"FC30","2","Reward","5CSRTT Day 2","on","Not_omission","Not_premature","Reward",0.7090168
"2802",16829,"FC30","2","Omission","5CSRTT Day 2","on","Omission","Not_premature","Omission",NA
"2803",16830,"FC30","2","Incorrect Response","5CSRTT Day 2","on","Not_omission","Not_premature","Error",1.078351974
"2804",16831,"FC30","2","Omission","5CSRTT Day 2","on","Omission","Not_premature","Omission",NA
"2805",16832,"FC30","2","Incorrect Response","5CSRTT Day 2","on","Not_omission","Not_premature","Error",2.36958313
"2806",16833,"FC30","2","Omission","5CSRTT Day 2","on","Omission","Not_premature","Omission",NA
"2807",16834,"FC30","2","Omission","5CSRTT Day 2","on","Omission","Not_premature","Omission",NA
"2808",16835,"FC30","2","Reward","5CSRTT Day 2","on","Not_omission","Not_premature","Reward",0.680217266
"2809",16836,"FC30","2","Reward","5CSRTT Day 2","on","Not_omission","Not_premature","Reward",0.36400485
"2810",16837,"FC30","2","Reward","5CSRTT Day 2","on","Not_omission","Not_premature","Reward",0.726536989
"2811",16838,"FC30","2","Incorrect Response","5CSRTT Day 2","on","Not_omission","Not_premature","Error",0.10900116
"2812",16839,"FC30","2","Incorrect Response","5CSRTT Day 2","on","Not_omission","Not_premature","Error",5.315687656
"2813",16840,"FC30","2","Reward","5CSRTT Day 2","on","Not_omission","Not_premature","Reward",0.827318668
"2814",16841,"FC30","2","Reward","5CSRTT Day 2","on","Not_omission","Not_premature","Reward",0.325493336
"2815",16842,"FC30","2","Omission","5CSRTT Day 2","on","Omission","Not_premature","Omission",NA
"2816",16843,"FC30","2","Reward","5CSRTT Day 2","on","Not_omission","Not_premature","Reward",0.602006674
"2817",16844,"FC30","2","Reward","5CSRTT Day 2","on","Not_omission","Not_premature","Reward",0.335012913
"2818",16845,"FC30","2","Omission","5CSRTT Day 2","on","Omission","Not_premature","Omission",NA
"2819",16846,"FC30","2","Incorrect Response","5CSRTT Day 2","on","Not_omission","Not_premature","Error",4.658580065
"2820",16847,"FC30","2","Reward","5CSRTT Day 2","on","Not_omission","Not_premature","Reward",0.455006361
"2821",16848,"FC30","2","Premature","5CSRTT Day 2","on","Not_omission","Premature","Premature",NA
"2822",16849,"FC30","2","Reward","5CSRTT Day 2","on","Not_omission","Not_premature","Reward",0.408004761
"2823",16850,"FC30","2","Reward","5CSRTT Day 2","on","Not_omission","Not_premature","Reward",0.407005072
"2824",16851,"FC30","2","Premature","5CSRTT Day 2","on","Not_omission","Premature","Premature",NA
"2825",16852,"FC30","2","Premature","5CSRTT Day 2","on","Not_omission","Premature","Premature",NA
"2826",16853,"FC30","2","Reward","5CSRTT Day 2","on","Not_omission","Not_premature","Reward",0.548006058
"2827",16854,"FC30","2","Reward","5CSRTT Day 2","on","Not_omission","Not_premature","Reward",0.508525848
"2828",16855,"FC30","2","Premature","5CSRTT Day 2","on","Not_omission","Premature","Premature",NA
"2829",16856,"FC30","2","Reward","5CSRTT Day 2","on","Not_omission","Not_premature","Reward",0.416004896
"2830",16857,"FC30","2","Omission","5CSRTT Day 2","on","Omission","Not_premature","Omission",NA
"2831",16858,"FC30","2","Premature","5CSRTT Day 2","on","Not_omission","Premature","Premature",NA
"2832",16859,"FC30","2","Omission","5CSRTT Day 2","on","Omission","Not_premature","Omission",NA
"2833",16860,"FC30","2","Reward","5CSRTT Day 2","on","Not_omission","Not_premature","Reward",0.316897154
"2834",16861,"FC30","2","Reward","5CSRTT Day 2","on","Not_omission","Not_premature","Reward",0.861052752
"2835",16862,"FC30","2","Reward","5CSRTT Day 2","on","Not_omission","Not_premature","Reward",0.835004568
"2836",16863,"FC30","2","Incorrect Response","5CSRTT Day 2","on","Not_omission","Not_premature","Error",0.672015667
"2837",16864,"FC30","2","Reward","5CSRTT Day 2","on","Not_omission","Not_premature","Reward",0.584620476
"2838",16865,"FC30","2","Premature","5CSRTT Day 2","on","Not_omission","Premature","Premature",NA
"2839",16866,"FC30","2","Premature","5CSRTT Day 2","on","Not_omission","Premature","Premature",NA
"2840",16867,"FC30","2","Premature","5CSRTT Day 2","on","Not_omission","Premature","Premature",NA
