cueTime,initTime,respTime,RT,rule,block,light,performance,error,frontChoice,lightChoice
113.82,118.36,118.985,0.625,L1,1,1,1,0,1,1
126.11,128.49,129.065,0.574999999999989,L1,2,0,1,0,0,1
136.19,137.635,138.135,0.5,L1,3,1,0,2,0,0
145.24,146.77,147.835,1.065,L1,1,1,1,0,1,1
154.96,157.795,158.45,0.655000000000001,L1,2,0,1,0,0,1
165.575,166.235,166.835,0.599999999999994,L1,3,1,1,0,1,1
173.96,177.52,178.18,0.659999999999997,L1,4,1,0,2,0,0
185.285,189.035,189.92,0.884999999999991,L1,1,1,1,0,1,1
197.045,199.185,199.765,0.579999999999984,L1,2,0,0,2,1,0
206.87,209.16,209.57,0.409999999999997,L1,1,1,1,0,1,1
216.695,217.72,218.17,0.449999999999989,L1,2,0,1,0,0,1
225.295,227.59,228.24,0.650000000000006,L1,3,1,0,2,0,0
235.345,241.15,241.765,0.614999999999981,L1,1,1,1,0,1,1
248.89,249.37,249.9,0.530000000000001,L1,2,0,0,2,1,0
257.005,263.96,264.65,0.689999999999998,L1,1,1,0,2,0,0
271.755,272.42,272.94,0.519999999999982,L1,1,1,1,0,1,1
280.065,282.86,283.53,0.669999999999959,L1,2,0,0,2,1,0
290.635,294.97,295.5,0.529999999999973,L1,1,1,1,0,1,1
302.625,303.65,304.515,0.865000000000009,L1,2,0,1,0,0,1
311.64,313.33,314.635,1.30500000000001,L1,3,1,1,0,1,1
321.76,324.645,325.39,0.745000000000005,L1,4,1,1,0,1,1
332.515,334.545,335.22,0.675000000000011,L1,5,0,1,0,0,1
342.345,344.44,345.105,0.66500000000002,F1,1,0,0,0,0,1
352.21,353.81,354.61,0.800000000000011,F1,1,0,0,1,0,1
361.715,362.055,362.965,0.909999999999968,F1,1,0,1,0,1,0
370.09,372.07,372.495,0.425000000000011,F1,2,1,1,0,1,1
379.62,382.115,382.525,0.409999999999968,F1,3,0,1,0,1,0
389.65,393.13,393.775,0.644999999999982,F1,4,1,1,0,1,1
400.9,401.525,402.335,0.810000000000002,F1,5,0,0,2,0,1
409.44,409.65,410.59,0.939999999999998,F1,1,0,1,0,1,0
417.715,419.1,419.56,0.45999999999998,F1,2,1,1,0,1,1
426.685,429.105,429.61,0.504999999999995,F1,3,0,1,0,1,0
