entryTime,exitTime,location,phase,taskTrial
98.78,98.92,3,0,0
99.22,99.3,1,0,0
102.58,103.2,3,0,0
103.48,103.54,2,0,0
107.18,107.22,1,1,1
107.24,107.3,1,1,1
107.56,107.62,3,1,1
107.96,107.98,2,2,1
107.98,108.24,2,0,0
108.92,109.44,3,0,0
109.72,109.9,2,0,0
111.28,111.34,1,0,0
114.84,115.04,3,0,0
115.06,115.12,3,0,0
115.16,115.34,3,1,2
115.54,115.7,1,2,2
123.82,123.94,3,1,3
124.24,124.42,2,2,3
128.36,128.42,3,0,0
131.48,131.58,1,1,4
131.86,131.94,3,1,4
132.22,132.38,2,2,4
137.72,137.76,2,0,0
137.78,137.88,2,0,0
138.22,138.32,3,0,0
138.34,138.8,3,0,0
139.04,139.32,2,0,0
139.64,139.8,3,1,5
140.08,140.3,1,2,5
145.14,145.36,1,0,0
145.6,145.7,3,0,0
146.7,147.1,3,0,0
147.66,147.74,3,1,6
147.98,148.14,1,2,6
152.26,152.96,3,0,0
153.24,153.4,1,0,0
153.68,153.94,3,0,0
153.98,154.16,3,0,0
154.4,154.44,2,0,0
154.44,154.46,2,0,0
154.48,154.6,2,0,0
156.72,156.8,3,1,7
157.1,157.28,1,2,7
166.22,166.48,3,1,8
166.92,167,1,2,8
171.1,171.14,3,0,0
171.16,171.38,3,0,0
171.7,171.86,2,0,0
177.78,178.2,1,1,9
178.44,178.8,3,1,9
179,179.18,1,2,9
182.48,182.86,3,0,0
182.98,183.2,3,0,0
183.54,183.76,3,0,0
184.06,184.28,1,0,0
184.54,184.6,3,0,0
184.86,185.06,2,0,0
187.14,187.32,3,1,10
187.54,187.68,1,2,10
191.78,191.86,1,0,0
192.1,192.18,3,0,0
192.22,192.7,3,0,0
192.92,193.08,2,0,0
194.86,195,3,1,11
195.22,195.46,2,2,11
195.46,195.48,2,0,0
195.52,195.92,2,0,0
196.18,196.34,3,0,0
196.6,196.66,2,0,0
199.46,199.62,1,0,0
201.02,201.18,1,0,0
201.46,201.74,3,0,0
204.6,204.7,3,1,12
205.04,205.24,2,2,12
206.28,206.42,1,0,0
213.94,214.48,1,1,13
214.98,215.16,2,1,13
215.6,215.7,3,1,13
215.92,216.06,1,2,13
221.46,221.76,3,0,0
222.08,222.16,1,0,0
222.84,222.88,3,0,0
224.14,224.16,2,1,14
224.5,224.58,3,1,14
224.82,225,2,2,14
232.36,232.6,3,1,15
232.88,233.1,2,2,15
240.82,241.08,1,1,16
241.38,241.52,3,1,16
241.74,242.08,2,2,16
245.38,245.4,1,0,0
249.9,249.96,1,1,17
250.74,250.8,3,1,17
251.04,251.64,2,2,17
251.92,252.12,3,0,0
252.34,252.52,1,0,0
257.82,257.9,3,0,0
258.26,258.6,3,1,18
258.84,259,2,2,18
262.5,262.56,3,0,0
262.72,263.08,3,0,0
267.04,267.18,1,1,19
269.04,269.9,3,1,19
270.08,270.2,1,2,19
275.36,275.58,3,0,0
276.04,276.2,1,0,0
276.44,276.64,1,0,0
277.1,277.7,3,0,0
277.96,278.14,1,1,20
278.4,278.58,3,1,20
278.8,279.14,2,2,20
282.12,282.16,3,0,0
283.02,283.12,3,0,0
286.02,286.46,1,1,21
286.72,287.02,3,1,21
287.32,287.68,2,2,21
288.26,288.72,3,0,0
289.28,289.52,3,0,0
289.82,289.9,1,0,0
291.52,291.56,1,0,0
292.8,292.9,1,0,0
293.24,293.3,3,0,0
295.28,295.58,3,1,22
295.82,296.08,2,2,22
303.4,303.82,3,1,23
304.16,304.62,2,2,23
306.36,306.52,1,0,0
319.08,319.14,1,1,24
321.82,321.92,3,1,24
322.3,322.42,1,2,24
325.8,325.98,1,0,0
327.76,327.88,3,0,0
328.34,328.44,1,0,0
328.96,329.4,3,0,0
329.64,329.8,1,1,25
330.36,330.48,3,1,25
330.74,330.92,2,2,25
336.5,336.66,3,0,0
336.72,336.94,3,0,0
337.26,337.44,2,0,0
337.72,337.92,3,0,0
338.42,338.52,1,1,26
338.9,339,3,1,26
339.22,339.42,2,2,26
344.1,344.3,1,0,0
345.3,345.56,3,0,0
345.78,345.96,1,0,0
347.92,348.48,3,1,27
348.72,348.86,1,2,27
356.58,356.72,1,1,28
357.42,357.46,2,1,28
358.46,358.64,1,1,28
358.88,359.22,1,1,28
359.66,359.74,3,1,28
360.02,360.22,2,2,28
365.1,365.32,1,0,0
365.86,366.94,3,0,0
367.34,367.42,1,1,29
368.12,368.28,2,1,29
368.6,368.96,3,1,29
369.2,369.76,2,2,29
370.24,370.38,1,0,0
372.72,372.76,1,0,0
373.72,373.96,3,0,0
374.2,374.38,1,0,0
382.08,382.26,1,1,30
384.98,385.24,3,1,30
385.52,385.66,1,2,30
391.68,391.94,3,0,0
392.7,392.92,3,1,31
393.22,393.32,2,2,31
395.6,396.1,3,0,0
402.22,402.46,1,1,32
402.7,403.18,3,1,32
403.4,403.68,1,2,32
408.9,409.04,3,0,0
409.94,410.12,3,0,0
410.42,410.6,1,0,0
411.42,411.56,1,1,33
412,412.56,3,1,33
412.78,413.06,1,2,33
418.86,419.1,3,0,0
420.18,420.4,3,1,34
420.62,420.72,1,2,34
425.5,426.08,3,0,0
426.34,426.5,1,0,0
427.76,427.82,1,1,35
428.42,428.64,3,1,35
428.86,428.96,1,2,35
433.8,434.56,3,0,0
434.88,434.92,1,0,0
434.96,435.04,1,0,0
437.62,437.72,1,1,36
438.68,439.1,3,1,36
439.38,439.88,2,2,36
440.24,440.38,3,0,0
440.84,441.04,3,0,0
441.34,441.42,1,0,0
446.94,447.48,3,1,37
447.76,447.98,1,2,37
452.04,452.28,3,0,0
452.34,452.4,3,0,0
452.76,452.8,3,0,0
452.8,453.04,3,0,0
453.32,453.46,1,0,0
455.1,455.26,3,1,38
455.52,456.3,2,2,38
457.34,457.42,1,0,0
457.46,457.5,1,0,0
463.96,464.02,3,1,39
464.34,464.44,1,2,39
469,469.14,3,0,0
469.48,469.52,1,0,0
469.54,469.66,1,0,0
470.36,471.18,3,0,0
471.42,471.56,1,0,0
