entryTime,exitTime,location,phase,taskTrial
268.96,269.56,3,1,1
269.8,270.16,1,2,1
270.48,270.76,3,0,0
271.64,271.84,2,0,0
284.02,284.36,3,1,2
284.62,284.8,2,2,2
299.9,300.08,3,1,3
300.14,300.18,3,2,3
300.48,300.62,2,2,3
309.32,309.44,3,1,4
309.72,309.84,2,2,4
316.9,317.36,3,1,5
317.44,317.5,3,2,5
317.74,317.9,2,2,5
324.82,325.06,2,0,0
325.32,325.56,3,1,6
325.78,326.08,2,2,6
334.18,334.36,3,1,7
334.78,335,1,2,7
349.88,350.04,3,1,8
350.32,351,2,2,8
368.44,369,3,1,9
369.24,369.5,1,2,9
370.96,371.18,3,0,0
371.58,371.76,2,0,0
385.36,385.56,3,1,10
385.8,386.08,1,2,10
392.12,392.32,2,0,0
392.62,392.92,3,0,0
392.98,393.18,3,1,11
393.4,393.56,2,2,11
401.48,401.78,3,1,12
402.04,402.2,2,2,12
410.36,410.52,3,1,13
410.8,411.08,1,2,13
418.1,418.28,3,1,14
418.54,418.72,1,2,14
425.78,426.18,3,1,15
426.4,426.62,2,2,15
463.54,463.86,3,1,16
464.06,464.26,1,2,16
469.96,470.64,3,0,0
470.76,470.94,3,0,0
471.26,471.46,1,1,17
471.74,472.04,3,1,17
472.28,472.56,1,2,17
477.6,478.94,3,0,0
479.18,479.48,1,0,0
479.82,479.98,3,1,18
480.28,480.56,2,2,18
487.66,487.98,3,1,19
488.24,488.42,1,2,19
494.76,495.2,3,0,0
495.52,495.72,1,1,20
496.04,496.22,3,1,20
496.48,496.68,1,2,20
510.38,510.46,3,1,21
510.74,510.96,1,2,21
523.2,523.52,3,1,22
523.72,523.92,1,2,22
530.46,530.72,3,0,0
531,531.28,1,1,23
531.58,531.78,3,1,23
532.14,532.3,2,2,23
532.68,532.88,3,0,0
532.98,533.26,3,0,0
533.62,533.84,1,0,0
542.58,542.72,3,1,24
542.98,543.24,1,2,24
549,550.14,3,0,0
550.42,550.68,1,1,25
550.92,551.22,3,1,25
551.46,551.68,1,2,25
560.06,560.28,3,1,26
560.54,560.56,2,2,26
560.58,560.72,2,0,0
629.76,630.06,3,1,27
630.32,630.56,1,2,27
635.78,636.56,3,0,0
636.86,637.66,1,0,0
637.96,638.16,3,1,28
638.36,638.54,1,2,28
646.34,646.58,3,1,29
647.06,647.18,2,2,29
654.54,655.62,3,1,30
655.84,656.1,1,2,30
661.72,662.48,3,0,0
662.74,663.32,1,0,0
663.58,663.78,3,1,31
664,664.2,1,2,31
670.66,671.14,3,0,0
671.4,671.5,2,1,32
671.82,671.92,3,1,32
672.22,672.5,1,2,32
679.3,679.78,1,0,0
680.1,680.46,3,1,33
680.66,680.88,1,2,33
686.72,687.8,3,0,0
688.56,688.68,3,1,34
688.92,689.14,1,2,34
699.56,699.72,3,1,35
699.96,700.6,1,2,35
700.96,701.52,3,0,0
701.84,702.28,2,0,0
713.7,714.02,3,1,36
714.24,714.48,1,2,36
715.02,715.42,1,0,0
715.66,715.82,3,0,0
715.92,715.96,3,0,0
716,716.16,3,0,0
725.52,725.9,3,1,37
726.16,726.38,2,2,37
733.18,733.6,2,0,0
733.8,734.16,3,1,38
734.78,734.98,1,2,38
741.52,742.52,3,0,0
742.8,742.96,3,1,39
743.24,743.52,1,2,39
743.84,744,3,0,0
744.38,744.56,2,0,0
749.92,751.02,3,0,0
751.16,751.38,3,1,40
751.68,751.96,2,2,40
758.5,758.62,1,0,0
758.92,759.12,3,1,41
759.56,760.04,2,2,41
760.38,760.7,3,0,0
761.12,761.76,2,0,0
768.44,769.12,2,1,42
769.34,769.62,3,1,42
769.84,770.16,2,2,42
776.54,776.56,3,0,0
777.1,777.22,3,1,43
777.5,777.68,1,2,43
784.24,784.52,1,0,0
784.82,784.98,3,1,44
785.3,785.44,2,2,44
793.32,793.5,3,1,45
793.74,793.92,2,2,45
805.76,805.94,3,1,46
806.22,806.4,1,2,46
813.38,813.78,3,1,47
814.1,814.44,1,2,47
820.92,821.82,3,0,0
821.84,822.04,3,1,48
822.38,822.68,1,2,48
823.58,823.76,2,0,0
834.08,834.5,2,1,49
834.72,835,3,1,49
835.18,835.42,2,2,49
841.36,842.58,3,0,0
843.2,843.32,3,1,50
843.6,843.82,1,2,50
844.62,844.9,2,0,0
852.64,852.78,2,1,51
856.38,856.58,3,1,51
856.88,857.06,1,2,51
862.54,862.88,2,0,0
863.08,863.52,3,0,0
863.74,864.7,2,0,0
865.14,865.26,3,1,52
865.56,865.96,1,2,52
875.6,875.9,3,1,53
876.1,876.4,1,2,53
876.74,876.78,3,0,0
877.14,877.28,2,0,0
884.44,884.7,3,1,54
884.92,885.12,2,2,54
891.62,891.86,3,0,0
892.12,892.3,2,1,55
892.54,892.74,3,1,55
892.96,893.22,2,2,55
902.52,902.76,3,1,56
903.02,903.2,1,2,56
904,904.02,3,0,0
904.08,904.14,3,0,0
911.5,911.7,3,1,57
912,912.34,1,2,57
919.76,920.22,2,1,58
920.44,920.58,3,1,58
920.82,921.12,2,2,58
928.34,928.54,3,1,59
928.76,928.98,2,2,59
935.52,936.06,2,0,0
936.78,937.1,2,1,60
937.46,937.86,3,1,60
938.2,938.42,1,2,60
943.38,944.6,3,0,0
944.7,945.08,3,0,0
945.12,945.46,3,0,0
945.7,945.9,3,1,61
946.12,946.34,1,2,61
954.62,954.86,3,1,62
955.1,955.28,2,2,62
969.46,969.52,2,1,63
969.52,969.62,2,1,63
970.02,970.1,3,1,63
970.34,970.62,2,2,63
977.56,977.74,2,1,64
978,978.1,3,1,64
978.46,978.92,2,2,64
985.82,985.94,3,1,65
986.24,986.44,2,2,65
993.34,994.44,3,0,0
994.66,995.04,2,1,66
995.26,995.42,3,1,66
995.78,995.98,1,2,66
1002.74,1002.92,3,0,0
1003.3,1003.42,2,1,67
1003.86,1004.1,3,1,67
1004.36,1004.62,2,2,67
1009.86,1009.92,2,0,0
1010.98,1011.34,2,0,0
1012.62,1013,3,1,68
1013.24,1013.92,2,2,68
1020.86,1021.02,3,1,69
1021.26,1021.42,2,2,69
1032.46,1032.84,3,1,70
1033.1,1033.34,2,2,70
1039.04,1039.84,3,0,0
1040.1,1040.32,2,0,0
1040.7,1040.88,2,1,71
1041.14,1041.36,3,1,71
1041.6,1041.82,1,2,71
1048.9,1049.52,3,1,72
1049.76,1049.96,1,2,72
1050.76,1050.96,2,0,0
1059.16,1059.3,3,1,73
1059.6,1059.78,2,2,73
1066,1066.62,2,0,0
1066.88,1066.98,3,1,74
1067.2,1067.4,2,2,74
1073.98,1074.38,2,0,0
1074.72,1075.06,3,1,75
1075.42,1075.62,1,2,75
1081.96,1082.06,2,0,0
1082.8,1083.16,2,1,76
1083.42,1083.52,3,1,76
1083.76,1084.08,2,2,76
1090.3,1090.72,2,0,0
1092.7,1092.92,3,1,77
1093.2,1094.2,2,2,77
1101.86,1101.96,3,1,78
1101.98,1102.02,3,2,78
1114.1,1114.14,3,1,79
1114.16,1114.26,3,2,79
1114.56,1114.66,1,2,79
1126.88,1127.14,2,1,80
1127.82,1128.2,3,1,80
1128.46,1128.7,1,2,80
1134.94,1134.96,2,0,0
1135.38,1136,3,0,0
1136.02,1136.28,3,1,81
1136.54,1136.82,2,2,81
1143.94,1145.58,3,1,82
1145.84,1146.2,2,2,82
1152.54,1153.26,3,0,0
1153.64,1154.08,2,1,83
1157.68,1157.88,3,1,83
1158.12,1158.26,2,2,83
1165.56,1166.04,3,1,84
1166.28,1166.44,2,2,84
1175.18,1175.64,3,1,85
1175.92,1176.28,2,2,85
1180.94,1182.8,3,0,0
1183.1,1183.36,2,1,86
1186.4,1186.9,2,1,86
1189.84,1190.08,3,1,86
1190.36,1190.56,1,2,86
1198.34,1198.46,3,1,87
1199.66,1199.9,2,2,87
1205.9,1206.34,3,0,0
1206.7,1206.78,2,0,0
1209.38,1209.58,3,1,88
1209.86,1209.94,2,2,88
1217.3,1217.78,3,1,89
1218.14,1218.2,1,2,89
1218.24,1218.32,1,0,0
1223.36,1223.4,1,0,0
1225.22,1225.46,2,0,0
1229.72,1230,3,1,90
1230.26,1230.46,2,2,90
1232.6,1232.82,3,0,0
1232.9,1232.94,3,0,0
1233,1233.54,3,0,0
1233.56,1233.74,3,0,0
1233.78,1234.44,3,0,0
1234.78,1234.92,1,0,0
1242.76,1242.86,3,1,91
1242.88,1243,3,2,91
1243.34,1243.92,2,2,91
1254.02,1254.42,3,1,92
1254.64,1254.76,1,2,92
1260.98,1261.72,3,0,0
1261.98,1262.16,2,1,93
1265.8,1266.24,3,1,93
1266.52,1266.8,2,2,93
1272.78,1273.76,3,0,0
1274.04,1274.2,2,1,94
