cueTime,initTime,respTime,RT,rule,block,light,performance,error,frontChoice,lightChoice
105.095,106.41,106.77,0.359999999999999,F2,1,0,0,0,0,1
113.875,117.705,118.07,0.364999999999995,F2,1,0,0,1,0,1
125.175,126.34,126.825,0.484999999999999,F2,1,0,0,1,0,1
133.93,136.27,136.64,0.369999999999976,F2,1,0,1,0,1,0
143.765,144.295,144.725,0.430000000000007,F2,2,1,1,0,1,1
151.85,151.975,152.43,0.455000000000013,F2,3,0,0,2,0,1
159.535,165.155,165.77,0.615000000000009,F2,1,0,0,2,0,1
172.875,182.06,182.62,0.560000000000002,F2,1,0,0,2,0,1
189.725,190.445,190.82,0.375,F2,1,0,0,2,0,1
197.925,206.7,207.13,0.430000000000007,F2,1,0,0,2,0,1
214.235,221.43,222.04,0.609999999999985,F2,1,0,0,2,0,1
229.145,237.32,237.91,0.590000000000003,F2,1,0,1,0,1,0
245.035,245.055,245.45,0.394999999999982,F2,2,1,1,0,1,1
252.575,252.775,253.23,0.454999999999984,F2,3,0,0,2,0,1
260.335,261.805,263.345,1.54000000000002,F2,1,0,0,2,0,1
270.45,271.225,271.73,0.504999999999995,F2,1,0,0,2,0,1
278.835,279.735,280.09,0.354999999999961,F2,1,0,1,0,1,0
287.215,287.65,287.955,0.305000000000007,F2,2,1,1,0,1,1
295.08,296.325,296.735,0.410000000000025,F2,3,0,0,2,0,1
303.84,304.095,304.88,0.784999999999968,F2,1,0,0,2,0,1
311.985,314.59,315.055,0.465000000000032,F2,1,0,0,2,0,1
322.16,324.61,324.99,0.379999999999995,F2,1,0,0,2,0,1
332.095,332.805,333.19,0.384999999999991,F2,1,0,1,0,1,0
340.315,340.58,340.94,0.360000000000014,F2,2,1,1,0,1,1
348.065,348.42,348.82,0.399999999999977,F2,3,0,0,2,0,1
355.925,356.485,356.865,0.379999999999995,F2,1,0,1,0,1,0
363.99,365.645,366.155,0.509999999999991,F2,2,1,1,0,1,1
373.28,377.175,377.615,0.439999999999998,F2,3,0,1,0,1,0
384.74,385.05,385.415,0.365000000000009,F2,4,1,1,0,1,1
392.54,392.815,393.23,0.41500000000002,F2,5,1,1,0,1,1
400.355,400.93,401.725,0.795000000000016,L4,1,0,1,0,0,1
408.85,410.905,411.45,0.545000000000016,L4,2,1,1,0,1,1
418.575,419.765,420.225,0.460000000000036,L4,3,1,1,0,1,1
427.35,427.83,428.2,0.370000000000005,L4,4,0,0,2,1,0
435.305,438.93,439.32,0.389999999999986,L4,1,0,0,2,1,0
446.425,450.525,450.885,0.360000000000014,L4,1,0,1,0,0,1
458.01,458.215,458.69,0.475000000000023,L4,2,1,0,2,0,0
465.795,469.655,470.13,0.475000000000023,L4,1,0,1,0,0,1
477.255,478.295,478.675,0.379999999999995,L4,2,1,0,2,0,0
485.78,486.365,486.87,0.504999999999995,L4,1,0,1,0,0,1
493.995,494.395,494.805,0.410000000000025,L4,2,1,1,0,1,1
501.93,502.23,502.755,0.524999999999977,L4,3,1,1,0,1,1
509.88,510.18,510.605,0.425000000000011,L4,4,0,1,0,0,1
517.73,518.15,518.69,0.540000000000077,L4,5,0,1,0,0,1
525.815,526.295,526.695,0.400000000000091,R1,1,1,0,0,1,1
533.8,540.885,542.145,1.25999999999999,R1,1,1,0,1,1,1
549.25,553.89,554.555,0.664999999999964,R1,1,1,0,1,1,1
561.66,561.755,562.115,0.360000000000014,R1,1,1,0,1,1,1
569.22,570.175,570.605,0.430000000000064,R1,1,1,0,1,1,1
577.71,578.35,578.71,0.360000000000014,R1,1,1,0,1,1,1
585.815,587.255,587.69,0.435000000000059,R1,1,1,1,0,0,0
594.815,595.02,595.365,0.345000000000027,R1,2,0,1,0,0,1
602.49,602.95,605.955,3.005,R1,3,1,0,2,NaN,NaN
612.96,614.885,615.24,0.355000000000018,R1,1,1,0,2,1,1
622.345,623.415,624.29,0.875,R1,1,1,0,2,1,1
631.395,632.145,632.73,0.585000000000036,R1,1,1,1,0,0,0
639.855,640.17,640.65,0.480000000000018,R1,2,0,1,0,0,1
647.775,648.59,649.11,0.519999999999982,R1,3,1,0,2,1,1
656.215,656.895,657.315,0.420000000000073,R1,1,1,1,0,0,0
