cueTime,initTime,respTime,RT,rule,block,light,performance,error,frontChoice,lightChoice
96.735,97.78,98.39,0.609999999999999,L2,1,0,1,0,0,1
105.515,106.305,106.915,0.609999999999999,L2,2,1,0,1,0,0
114.02,114.71,115.38,0.670000000000002,L2,1,0,1,0,0,1
122.505,123.755,124.392,0.637,L2,2,1,1,0,1,1
131.52,135.675,136.595,0.919999999999987,L2,3,1,1,0,1,1
143.72,146.33,146.905,0.574999999999989,L2,4,0,0,2,1,0
154.01,156.93,157.571,0.640999999999991,L2,1,0,0,2,1,0
164.68,172.1,172.975,0.875,L2,1,0,0,2,1,0
180.08,180.61,181.785,1.17499999999998,L2,1,0,1,0,0,1
188.91,190.07,190.675,0.605000000000018,L2,2,1,0,2,0,0
197.78,200.3,200.995,0.694999999999993,L2,1,0,1,0,0,1
208.12,208.86,209.225,0.364999999999981,L2,2,1,1,0,1,1
216.35,216.835,217.905,1.06999999999999,L2,3,1,0,2,0,0
225.01,226.845,227.62,0.775000000000006,L2,1,0,1,0,0,1
234.745,235.92,236.41,0.490000000000009,L2,2,1,1,0,1,1
243.535,245.035,246.255,1.22,L2,3,1,1,0,1,1
253.38,254.6,255.265,0.664999999999992,L2,4,0,0,2,1,0
262.37,264.665,265.11,0.444999999999993,L2,1,0,1,0,0,1
272.235,276.14,276.615,0.475000000000023,L2,2,1,0,2,0,0
283.72,285.09,285.675,0.585000000000036,L2,1,0,0,2,1,0
292.78,293.73,294.335,0.604999999999961,L2,1,0,1,0,0,1
301.46,303.97,304.51,0.539999999999964,L2,2,1,1,0,1,1
311.635,312.64,313.105,0.465000000000032,L2,3,1,1,0,1,1
320.23,321.455,321.87,0.41500000000002,L2,4,0,1,0,0,1
328.995,329.63,330.14,0.509999999999991,L2,5,0,1,0,0,1
337.265,337.585,338.25,0.66500000000002,R2,1,1,0,0,1,1
345.355,346.105,347,0.894999999999982,R2,1,1,0,1,1,1
354.105,354.88,355.195,0.314999999999998,R2,1,1,1,0,0,0
